analysis_id,fire_exposure_id,sample_group,target,기상셀ID,기준시각,기후지형유형,date,month,hour,rh_mean_3h_drop_le_m5,rh_mean_3h_drop_le_m10,rh_mean_6h_drop_le_m5,rh_mean_6h_drop_le_m10,rh_min_6h_drop_le_m10,wind_mean_3h_inc_ge_0p5,wind_max_6h_inc_ge_1p0,pressure_abs_change_3h_ge_1p0,ffmc_1d_change_ge_3,isi_1d_change_ge_0p5
FE_00762_C03,FE_00762,matched_control,0,YS_0026,2021-04-06 14:00:00,영서 내륙형,2021-04-06,4,14,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
FE_00762_C04,FE_00762,matched_control,0,YS_0026,2021-04-10 14:00:00,영서 내륙형,2021-04-10,4,14,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00762_C05,FE_00762,matched_control,0,YS_0026,2021-04-30 14:00:00,영서 내륙형,2021-04-30,4,14,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FE_00763_C01,FE_00763,matched_control,0,YS_0026,2021-05-14 13:00:00,영서 내륙형,2021-05-14,5,13,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00763_C02,FE_00763,matched_control,0,YS_0026,2021-05-16 13:00:00,영서 내륙형,2021-05-16,5,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00763_C03,FE_00763,matched_control,0,YS_0026,2021-05-22 13:00:00,영서 내륙형,2021-05-22,5,13,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
FE_00763_C04,FE_00763,matched_control,0,YS_0026,2021-05-23 13:00:00,영서 내륙형,2021-05-23,5,13,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
FE_00763_C05,FE_00763,matched_control,0,YS_0026,2021-05-29 13:00:00,영서 내륙형,2021-05-29,5,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
FE_00764_C01,FE_00764,matched_control,0,YS_0027,2020-01-02 06:00:00,고지·산간형,2020-01-02,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FE_00764_C02,FE_00764,matched_control,0,YS_0027,2020-01-08 06:00:00,고지·산간형,2020-01-08,1,6,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
FE_00764_C03,FE_00764,matched_control,0,YS_0027,2020-01-09 06:00:00,고지·산간형,2020-01-09,1,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FE_00764_C04,FE_00764,matched_control,0,YS_0027,2020-01-16 06:00:00,고지·산간형,2020-01-16,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00764_C05,FE_00764,matched_control,0,YS_0027,2020-01-30 06:00:00,고지·산간형,2020-01-30,1,6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FE_00765_C01,FE_00765,matched_control,0,YS_0027,2021-01-01 09:00:00,고지·산간형,2021-01-01,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00765_C02,FE_00765,matched_control,0,YS_0027,2021-01-06 09:00:00,고지·산간형,2021-01-06,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00765_C03,FE_00765,matched_control,0,YS_0027,2021-01-08 09:00:00,고지·산간형,2021-01-08,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00765_C04,FE_00765,matched_control,0,YS_0027,2021-01-10 09:00:00,고지·산간형,2021-01-10,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00765_C05,FE_00765,matched_control,0,YS_0027,2021-01-29 09:00:00,고지·산간형,2021-01-29,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
FE_00766_C01,FE_00766,matched_control,0,YS_0027,2021-02-13 09:00:00,고지·산간형,2021-02-13,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00766_C02,FE_00766,matched_control,0,YS_0027,2021-02-15 09:00:00,고지·산간형,2021-02-15,2,9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
FE_00766_C03,FE_00766,matched_control,0,YS_0027,2021-02-23 09:00:00,고지·산간형,2021-02-23,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00766_C04,FE_00766,matched_control,0,YS_0027,2021-02-26 09:00:00,고지·산간형,2021-02-26,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FE_00766_C05,FE_00766,matched_control,0,YS_0027,2021-02-28 09:00:00,고지·산간형,2021-02-28,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00767_C01,FE_00767,matched_control,0,YS_0027,2021-02-13 14:00:00,고지·산간형,2021-02-13,2,14,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
FE_00767_C02,FE_00767,matched_control,0,YS_0027,2021-02-17 14:00:00,고지·산간형,2021-02-17,2,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
FE_00767_C03,FE_00767,matched_control,0,YS_0027,2021-02-25 14:00:00,고지·산간형,2021-02-25,2,14,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00767_C04,FE_00767,matched_control,0,YS_0027,2021-02-26 14:00:00,고지·산간형,2021-02-26,2,14,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
FE_00767_C05,FE_00767,matched_control,0,YS_0027,2021-02-28 14:00:00,고지·산간형,2021-02-28,2,14,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
FE_00768_C01,FE_00768,matched_control,0,YS_0027,2021-02-11 15:00:00,고지·산간형,2021-02-11,2,15,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
FE_00768_C02,FE_00768,matched_control,0,YS_0027,2021-02-12 15:00:00,고지·산간형,2021-02-12,2,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
FE_00768_C03,FE_00768,matched_control,0,YS_0027,2021-02-14 15:00:00,고지·산간형,2021-02-14,2,15,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
FE_00768_C04,FE_00768,matched_control,0,YS_0027,2021-02-25 15:00:00,고지·산간형,2021-02-25,2,15,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
FE_00768_C05,FE_00768,matched_control,0,YS_0027,2021-02-28 15:00:00,고지·산간형,2021-02-28,2,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
FE_00769_C01,FE_00769,matched_control,0,YS_0027,2021-02-10 15:00:00,고지·산간형,2021-02-10,2,15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
FE_00769_C02,FE_00769,matched_control,0,YS_0027,2021-02-16 15:00:00,고지·산간형,2021-02-16,2,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FE_00769_C03,FE_00769,matched_control,0,YS_0027,2021-02-17 15:00:00,고지·산간형,2021-02-17,2,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
FE_00769_C04,FE_00769,matched_control,0,YS_0027,2021-02-23 15:00:00,고지·산간형,2021-02-23,2,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
FE_00769_C05,FE_00769,matched_control,0,YS_0027,2021-02-28 15:00:00,고지·산간형,2021-02-28,2,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
FE_00770_C01,FE_00770,matched_control,0,YS_0027,2021-02-10 16:00:00,고지·산간형,2021-02-10,2,16,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
FE_00770_C02,FE_00770,matched_control,0,YS_0027,2021-02-13 16:00:00,고지·산간형,2021-02-13,2,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
FE_00770_C03,FE_00770,matched_control,0,YS_0027,2021-02-25 16:00:00,고지·산간형,2021-02-25,2,16,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
FE_00770_C04,FE_00770,matched_control,0,YS_0027,2021-02-27 16:00:00,고지·산간형,2021-02-27,2,16,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
FE_00770_C05,FE_00770,matched_control,0,YS_0027,2021-02-28 16:00:00,고지·산간형,2021-02-28,2,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
FE_00771_C01,FE_00771,matched_control,0,YS_0027,2021-04-08 08:00:00,고지·산간형,2021-04-08,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
FE_00771_C02,FE_00771,matched_control,0,YS_0027,2021-04-09 08:00:00,고지·산간형,2021-04-09,4,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
FE_00771_C03,FE_00771,matched_control,0,YS_0027,2021-04-17 08:00:00,고지·산간형,2021-04-17,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00771_C04,FE_00771,matched_control,0,YS_0027,2021-04-27 08:00:00,고지·산간형,2021-04-27,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00771_C05,FE_00771,matched_control,0,YS_0027,2021-04-28 08:00:00,고지·산간형,2021-04-28,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00772_C01,FE_00772,matched_control,0,YS_0028,2020-02-05 18:00:00,영서 내륙형,2020-02-05,2,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
FE_00772_C02,FE_00772,matched_control,0,YS_0028,2020-02-06 18:00:00,영서 내륙형,2020-02-06,2,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
FE_00772_C03,FE_00772,matched_control,0,YS_0028,2020-02-13 18:00:00,영서 내륙형,2020-02-13,2,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
FE_00772_C04,FE_00772,matched_control,0,YS_0028,2020-02-16 18:00:00,영서 내륙형,2020-02-16,2,18,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00772_C05,FE_00772,matched_control,0,YS_0028,2020-02-18 18:00:00,영서 내륙형,2020-02-18,2,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
FE_00773_C01,FE_00773,matched_control,0,YS_0028,2020-02-03 19:00:00,영서 내륙형,2020-02-03,2,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
FE_00773_C02,FE_00773,matched_control,0,YS_0028,2020-02-04 19:00:00,영서 내륙형,2020-02-04,2,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
FE_00773_C03,FE_00773,matched_control,0,YS_0028,2020-02-18 19:00:00,영서 내륙형,2020-02-18,2,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
FE_00773_C04,FE_00773,matched_control,0,YS_0028,2020-02-28 19:00:00,영서 내륙형,2020-02-28,2,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00773_C05,FE_00773,matched_control,0,YS_0028,2020-02-29 19:00:00,영서 내륙형,2020-02-29,2,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
FE_00774_C01,FE_00774,matched_control,0,YS_0028,2020-02-05 15:00:00,영서 내륙형,2020-02-05,2,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
FE_00774_C02,FE_00774,matched_control,0,YS_0028,2020-02-06 15:00:00,영서 내륙형,2020-02-06,2,15,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00774_C03,FE_00774,matched_control,0,YS_0028,2020-02-13 15:00:00,영서 내륙형,2020-02-13,2,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
FE_00774_C04,FE_00774,matched_control,0,YS_0028,2020-02-15 15:00:00,영서 내륙형,2020-02-15,2,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
FE_00774_C05,FE_00774,matched_control,0,YS_0028,2020-02-19 15:00:00,영서 내륙형,2020-02-19,2,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
FE_00775_C01,FE_00775,matched_control,0,YS_0028,2020-04-04 12:00:00,영서 내륙형,2020-04-04,4,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00775_C02,FE_00775,matched_control,0,YS_0028,2020-04-14 12:00:00,영서 내륙형,2020-04-14,4,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00775_C03,FE_00775,matched_control,0,YS_0028,2020-04-23 12:00:00,영서 내륙형,2020-04-23,4,12,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
FE_00775_C04,FE_00775,matched_control,0,YS_0028,2020-04-28 12:00:00,영서 내륙형,2020-04-28,4,12,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
FE_00775_C05,FE_00775,matched_control,0,YS_0028,2020-04-29 12:00:00,영서 내륙형,2020-04-29,4,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00776_C01,FE_00776,matched_control,0,YS_0028,2020-04-01 13:00:00,영서 내륙형,2020-04-01,4,13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00776_C02,FE_00776,matched_control,0,YS_0028,2020-04-04 13:00:00,영서 내륙형,2020-04-04,4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00776_C03,FE_00776,matched_control,0,YS_0028,2020-04-15 13:00:00,영서 내륙형,2020-04-15,4,13,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00776_C04,FE_00776,matched_control,0,YS_0028,2020-04-21 13:00:00,영서 내륙형,2020-04-21,4,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
FE_00776_C05,FE_00776,matched_control,0,YS_0028,2020-04-22 13:00:00,영서 내륙형,2020-04-22,4,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
FE_00777_C01,FE_00777,matched_control,0,YS_0028,2020-05-11 14:00:00,영서 내륙형,2020-05-11,5,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
FE_00777_C02,FE_00777,matched_control,0,YS_0028,2020-05-17 14:00:00,영서 내륙형,2020-05-17,5,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
FE_00777_C03,FE_00777,matched_control,0,YS_0028,2020-05-19 14:00:00,영서 내륙형,2020-05-19,5,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00777_C04,FE_00777,matched_control,0,YS_0028,2020-05-28 14:00:00,영서 내륙형,2020-05-28,5,14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00777_C05,FE_00777,matched_control,0,YS_0028,2020-05-30 14:00:00,영서 내륙형,2020-05-30,5,14,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
FE_00778_C01,FE_00778,matched_control,0,YS_0028,2020-10-03 14:00:00,영서 내륙형,2020-10-03,10,14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FE_00778_C02,FE_00778,matched_control,0,YS_0028,2020-10-05 14:00:00,영서 내륙형,2020-10-05,10,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
FE_00778_C03,FE_00778,matched_control,0,YS_0028,2020-10-06 14:00:00,영서 내륙형,2020-10-06,10,14,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
FE_00778_C04,FE_00778,matched_control,0,YS_0028,2020-10-25 14:00:00,영서 내륙형,2020-10-25,10,14,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00778_C05,FE_00778,matched_control,0,YS_0028,2020-10-30 14:00:00,영서 내륙형,2020-10-30,10,14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
FE_00779_C01,FE_00779,matched_control,0,YS_0028,2020-10-09 15:00:00,영서 내륙형,2020-10-09,10,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00779_C02,FE_00779,matched_control,0,YS_0028,2020-10-12 15:00:00,영서 내륙형,2020-10-12,10,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00779_C03,FE_00779,matched_control,0,YS_0028,2020-10-13 15:00:00,영서 내륙형,2020-10-13,10,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00779_C04,FE_00779,matched_control,0,YS_0028,2020-10-18 15:00:00,영서 내륙형,2020-10-18,10,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
FE_00779_C05,FE_00779,matched_control,0,YS_0028,2020-10-24 15:00:00,영서 내륙형,2020-10-24,10,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
FE_00780_C01,FE_00780,matched_control,0,YS_0028,2020-12-01 22:00:00,영서 내륙형,2020-12-01,12,22,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00780_C02,FE_00780,matched_control,0,YS_0028,2020-12-08 22:00:00,영서 내륙형,2020-12-08,12,22,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
FE_00780_C03,FE_00780,matched_control,0,YS_0028,2020-12-10 22:00:00,영서 내륙형,2020-12-10,12,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00780_C04,FE_00780,matched_control,0,YS_0028,2020-12-28 22:00:00,영서 내륙형,2020-12-28,12,22,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00780_C05,FE_00780,matched_control,0,YS_0028,2020-12-29 22:00:00,영서 내륙형,2020-12-29,12,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
FE_00781_C01,FE_00781,matched_control,0,YS_0028,2021-01-09 11:00:00,영서 내륙형,2021-01-09,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
FE_00781_C02,FE_00781,matched_control,0,YS_0028,2021-01-13 11:00:00,영서 내륙형,2021-01-13,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00781_C03,FE_00781,matched_control,0,YS_0028,2021-01-15 11:00:00,영서 내륙형,2021-01-15,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00781_C04,FE_00781,matched_control,0,YS_0028,2021-01-17 11:00:00,영서 내륙형,2021-01-17,1,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
FE_00781_C05,FE_00781,matched_control,0,YS_0028,2021-01-22 11:00:00,영서 내륙형,2021-01-22,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FE_00782_C01,FE_00782,matched_control,0,YS_0028,2021-01-08 10:00:00,영서 내륙형,2021-01-08,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00782_C02,FE_00782,matched_control,0,YS_0028,2021-01-10 10:00:00,영서 내륙형,2021-01-10,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00782_C03,FE_00782,matched_control,0,YS_0028,2021-01-15 10:00:00,영서 내륙형,2021-01-15,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00782_C04,FE_00782,matched_control,0,YS_0028,2021-01-19 10:00:00,영서 내륙형,2021-01-19,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00782_C05,FE_00782,matched_control,0,YS_0028,2021-01-24 10:00:00,영서 내륙형,2021-01-24,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
FE_00783_C01,FE_00783,matched_control,0,YS_0028,2021-01-08 10:00:00,영서 내륙형,2021-01-08,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00783_C02,FE_00783,matched_control,0,YS_0028,2021-01-09 10:00:00,영서 내륙형,2021-01-09,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
FE_00783_C03,FE_00783,matched_control,0,YS_0028,2021-01-15 10:00:00,영서 내륙형,2021-01-15,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00783_C04,FE_00783,matched_control,0,YS_0028,2021-01-18 10:00:00,영서 내륙형,2021-01-18,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00783_C05,FE_00783,matched_control,0,YS_0028,2021-01-19 10:00:00,영서 내륙형,2021-01-19,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00784_C01,FE_00784,matched_control,0,YS_0028,2021-02-08 11:00:00,영서 내륙형,2021-02-08,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
FE_00784_C02,FE_00784,matched_control,0,YS_0028,2021-02-09 11:00:00,영서 내륙형,2021-02-09,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
FE_00784_C03,FE_00784,matched_control,0,YS_0028,2021-02-17 11:00:00,영서 내륙형,2021-02-17,2,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00784_C04,FE_00784,matched_control,0,YS_0028,2021-02-18 11:00:00,영서 내륙형,2021-02-18,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00784_C05,FE_00784,matched_control,0,YS_0028,2021-02-19 11:00:00,영서 내륙형,2021-02-19,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00785_C01,FE_00785,matched_control,0,YS_0028,2021-02-04 08:00:00,영서 내륙형,2021-02-04,2,8,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
FE_00785_C02,FE_00785,matched_control,0,YS_0028,2021-02-05 08:00:00,영서 내륙형,2021-02-05,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00785_C03,FE_00785,matched_control,0,YS_0028,2021-02-18 08:00:00,영서 내륙형,2021-02-18,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00785_C04,FE_00785,matched_control,0,YS_0028,2021-02-21 08:00:00,영서 내륙형,2021-02-21,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
FE_00785_C05,FE_00785,matched_control,0,YS_0028,2021-02-27 08:00:00,영서 내륙형,2021-02-27,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00786_C01,FE_00786,matched_control,0,YS_0028,2021-02-04 10:00:00,영서 내륙형,2021-02-04,2,10,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
FE_00786_C02,FE_00786,matched_control,0,YS_0028,2021-02-05 10:00:00,영서 내륙형,2021-02-05,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00786_C03,FE_00786,matched_control,0,YS_0028,2021-02-08 10:00:00,영서 내륙형,2021-02-08,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
FE_00786_C04,FE_00786,matched_control,0,YS_0028,2021-02-21 10:00:00,영서 내륙형,2021-02-21,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
FE_00786_C05,FE_00786,matched_control,0,YS_0028,2021-02-28 10:00:00,영서 내륙형,2021-02-28,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE_00787_C01,FE_00787,matched_control,0,YS_0028,2021-02-07 17:00:00,영서 내륙형,2021-02-07,2,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
FE_00787_C02,FE_00787,matched_control,0,YS_0028,2021-02-10 17:00:00,영서 내륙형,2021-02-10,2,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
FE_00787_C03,FE_00787,matched_control,0,YS_0028,2021-02-18 17:00:00,영서 내륙형,2021-02-18,2,17,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00787_C04,FE_00787,matched_control,0,YS_0028,2021-02-21 17:00:00,영서 내륙형,2021-02-21,2,17,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00787_C05,FE_00787,matched_control,0,YS_0028,2021-02-27 17:00:00,영서 내륙형,2021-02-27,2,17,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
FE_00788_C01,FE_00788,matched_control,0,YS_0028,2021-03-08 11:00:00,영서 내륙형,2021-03-08,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FE_00788_C02,FE_00788,matched_control,0,YS_0028,2021-03-09 11:00:00,영서 내륙형,2021-03-09,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
FE_00788_C03,FE_00788,matched_control,0,YS_0028,2021-03-16 11:00:00,영서 내륙형,2021-03-16,3,11,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
FE_00788_C04,FE_00788,matched_control,0,YS_0028,2021-03-23 11:00:00,영서 내륙형,2021-03-23,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
FE_00788_C05,FE_00788,matched_control,0,YS_0028,2021-03-27 11:00:00,영서 내륙형,2021-03-27,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FE_00789_C01,FE_00789,matched_control,0,YS_0029,2020-03-01 21:00:00,영서 내륙형,2020-03-01,3,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FE_00789_C02,FE_00789,matched_control,0,YS_0029,2020-03-03 21:00:00,영서 내륙형,2020-03-03,3,21,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
FE_00789_C03,FE_00789,matched_control,0,YS_0029,2020-03-05 21:00:00,영서 내륙형,2020-03-05,3,21,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FE_00789_C04,FE_00789,matched_control,0,YS_0029,2020-03-09 21:00:00,영서 내륙형,2020-03-09,3,21,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
FE_00789_C05,FE_00789,matched_control,0,YS_0029,2020-03-25 21:00:00,영서 내륙형,2020-03-25,3,21,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
