fire_exposure_id,기상셀ID,기준시각,raw_event_n,fire_ids,weather_rows_in_window_before_exclusion,candidate_rows_in_window_after_exclusion
FE_01100,YS_0065,2020-10-18 13:00:00,1,F_008059,97,0
FE_01101,YS_0065,2020-12-10 10:00:00,2,F_008636;F_008679,97,0
FE_01102,YS_0065,2021-02-01 10:00:00,1,F_009248,97,0
FE_01103,YS_0065,2021-02-02 10:00:00,5,F_009372;F_009395;F_009405;F_009444;F_009503,97,0
FE_01104,YS_0065,2021-02-02 11:00:00,1,F_009508,97,0
FE_01105,YS_0065,2021-02-25 06:00:00,1,F_011146,97,0
FE_01106,YS_0065,2021-03-14 12:00:00,2,F_010342;F_010345,97,0
FE_01107,YS_0065,2021-03-23 15:00:00,3,F_010370;F_011181;F_011182,97,0
FE_01108,YS_0065,2021-03-23 18:00:00,1,F_010371,97,0
FE_01109,YS_0065,2021-03-23 21:00:00,1,F_010373,97,0
FE_01110,YS_0066,2020-02-03 10:00:00,1,F_007646,97,0
FE_01111,YS_0066,2021-02-01 13:00:00,2,F_008939;F_008946,97,0
FE_01112,YS_0068,2020-03-25 16:00:00,2,F_007697;F_007698,97,0
FE_01113,YS_0068,2020-03-25 23:00:00,1,F_010815,97,0
FE_01114,YS_0068,2020-10-21 14:00:00,1,F_008291,97,0
FE_01115,YS_0068,2021-02-01 10:00:00,1,F_008897,97,0
FE_01116,YS_0068,2021-02-01 11:00:00,6,F_008904;F_008907;F_008910;F_009124;F_009250;F_009266,97,0
FE_01117,YS_0068,2021-02-26 09:00:00,1,F_010276,97,0
FE_01118,YS_0069,2020-03-08 16:00:00,2,F_007670;F_007674,97,0
FE_01119,YS_0069,2020-03-28 19:00:00,1,F_010827,97,0
FE_01120,YS_0069,2021-02-01 13:00:00,1,F_008941,97,0
FE_01121,YS_0069,2021-02-08 08:00:00,1,F_010062,97,0
FE_01122,YS_0069,2021-02-11 14:00:00,1,F_010097,97,0
FE_01123,YS_0069,2021-02-11 19:00:00,1,F_010104,97,0
FE_01124,YS_0069,2021-03-09 09:00:00,1,F_010309,97,0
FE_01125,YS_0069,2021-03-14 13:00:00,1,F_010347,97,0
FE_01126,YS_0069,2021-03-24 22:00:00,1,F_010374,97,0
FE_01127,YS_0069,2021-04-02 13:00:00,1,F_010441,97,0
FE_01128,YS_0069,2021-04-14 08:00:00,1,F_010489,97,0
FE_01129,YS_0069,2021-04-18 14:00:00,1,F_010518,97,0
FE_01130,YS_0070,2020-02-11 11:00:00,1,F_007655,97,0
FE_01131,YS_0070,2020-04-14 16:00:00,1,F_010880,97,0
FE_01132,YS_0070,2020-04-14 17:00:00,1,F_007760,97,0
FE_01133,YS_0070,2020-04-14 18:00:00,1,F_007761,97,0
FE_01134,YS_0070,2021-02-17 16:00:00,2,F_010185;F_011124,97,0
FE_01135,YS_0070,2021-02-25 11:00:00,1,F_010270,97,0
FE_01136,YS_0070,2021-05-10 10:00:00,1,F_010662,97,0
FE_01137,YS_0070,2021-05-11 17:00:00,1,F_010667,97,0
FE_01138,YS_0070,2021-05-14 15:00:00,1,F_010682,97,0
FE_01139,YS_0071,2020-01-31 11:00:00,1,F_010724,97,0
FE_01140,YS_0071,2020-02-18 14:00:00,1,F_007657,97,0
FE_01141,YS_0071,2020-04-13 17:00:00,1,F_007756,97,0
FE_01142,YS_0071,2020-11-01 15:00:00,1,F_011037,97,0
FE_01143,YS_0071,2021-02-02 12:00:00,1,F_009304,97,0
FE_01144,YS_0071,2021-02-23 12:00:00,1,F_010260,97,0
FE_01145,YS_0071,2021-02-28 14:00:00,1,F_011152,97,0
FE_01146,YS_0071,2021-03-10 18:00:00,2,F_010311;F_010318,97,0
FE_01147,YS_0071,2021-03-10 19:00:00,1,F_011164,97,0
FE_01148,YS_0071,2021-04-20 15:00:00,1,F_011215,97,0
FE_01149,YS_0071,2021-05-09 13:00:00,2,F_010640;F_010656,97,0
FE_01150,YS_0071,2021-05-14 10:00:00,1,F_010680,97,0
