fire_exposure_id,기상셀ID,기준시각,year,month,hour,date,climate_type,raw_event_n,fire_ids,match_key,base_pool_n,canadian_pool_n,matched_control_n,min_abs_date_diff_days,median_abs_date_diff_days,max_abs_date_diff_days,min_abs_time_diff_hours,median_abs_time_diff_hours,max_abs_time_diff_hours,full_5_matched,match_status
FE_00265,YD_0016,2021-02-09 19:00:00,2021,2,19,2021-02-09,영동 해안형,1,F_010079,YD_0016|2021|2|19,12,12,5,3,8.0,17,72.0,192.0,408.0,True,full_5
FE_00266,YD_0016,2021-02-15 10:00:00,2021,2,10,2021-02-15,영동 해안형,1,F_010142,YD_0016|2021|2|10,11,11,5,9,10.0,13,216.0,240.0,312.0,True,full_5
FE_00267,YD_0016,2021-02-20 13:00:00,2021,2,13,2021-02-20,영동 해안형,1,F_010229,YD_0016|2021|2|13,11,11,5,4,8.0,13,96.0,192.0,312.0,True,full_5
FE_00268,YD_0016,2021-05-04 09:00:00,2021,5,9,2021-05-04,영동 해안형,1,F_011251,YD_0016|2021|5|9,26,26,5,5,11.0,22,120.0,264.0,528.0,True,full_5
FE_00269,YD_0017,2020-02-11 20:00:00,2020,2,20,2020-02-11,영동 해안형,1,F_010741,YD_0017|2020|2|20,24,24,5,8,13.0,18,192.0,312.0,432.0,True,full_5
FE_00270,YD_0017,2020-03-05 06:00:00,2020,3,6,2020-03-05,영동 해안형,1,F_010759,YD_0017|2020|3|6,25,25,5,4,11.0,22,96.0,264.0,528.0,True,full_5
FE_00271,YD_0017,2020-03-06 13:00:00,2020,3,13,2020-03-06,영동 해안형,1,F_010762,YD_0017|2020|3|13,25,25,5,4,5.0,24,96.0,120.0,576.0,True,full_5
FE_00272,YD_0017,2020-05-19 04:00:00,2020,5,4,2020-05-19,영동 해안형,1,F_010943,YD_0017|2020|5|4,26,26,5,7,14.0,17,168.0,336.0,408.0,True,full_5
FE_00273,YD_0017,2020-11-03 17:00:00,2020,11,17,2020-11-03,영동 해안형,1,F_008600,YD_0017|2020|11|17,20,20,5,11,19.0,27,264.0,456.0,648.0,True,full_5
FE_00274,YD_0017,2020-11-04 08:00:00,2020,11,8,2020-11-04,영동 해안형,1,F_008602,YD_0017|2020|11|8,21,21,5,3,9.0,25,72.0,216.0,600.0,True,full_5
FE_00275,YD_0017,2020-11-17 17:00:00,2020,11,17,2020-11-17,영동 해안형,1,F_008611,YD_0017|2020|11|17,20,20,5,4,7.0,8,96.0,168.0,192.0,True,full_5
FE_00276,YD_0017,2020-12-15 10:00:00,2020,12,10,2020-12-15,영동 해안형,1,F_008702,YD_0017|2020|12|10,22,22,5,6,9.0,12,144.0,216.0,288.0,True,full_5
FE_00277,YD_0017,2020-12-19 11:00:00,2020,12,11,2020-12-19,영동 해안형,1,F_011084,YD_0017|2020|12|11,22,22,5,3,7.0,18,72.0,168.0,432.0,True,full_5
FE_00278,YD_0017,2021-01-03 12:00:00,2021,1,12,2021-01-03,영동 해안형,1,F_008721,YD_0017|2021|1|12,20,20,5,8,12.0,26,192.0,288.0,624.0,True,full_5
FE_00279,YD_0017,2021-01-09 07:00:00,2021,1,7,2021-01-09,영동 해안형,1,F_011101,YD_0017|2021|1|7,21,21,5,8,10.0,21,192.0,240.0,504.0,True,full_5
FE_00280,YD_0017,2021-02-01 10:00:00,2021,2,10,2021-02-01,영동 해안형,1,F_008882,YD_0017|2021|2|10,14,14,5,6,17.0,25,144.0,408.0,600.0,True,full_5
FE_00281,YD_0017,2021-02-01 11:00:00,2021,2,11,2021-02-01,영동 해안형,1,F_009122,YD_0017|2021|2|11,14,14,5,16,19.0,25,384.0,456.0,600.0,True,full_5
FE_00282,YD_0017,2021-02-01 16:00:00,2021,2,16,2021-02-01,영동 해안형,1,F_009011,YD_0017|2021|2|16,14,14,5,16,22.0,24,384.0,528.0,576.0,True,full_5
FE_00283,YD_0017,2021-02-03 10:00:00,2021,2,10,2021-02-03,영동 해안형,3,F_009620;F_009685;F_009704,YD_0017|2021|2|10,14,14,5,9,16.0,19,216.0,384.0,456.0,True,full_5
FE_00284,YD_0017,2021-02-03 11:00:00,2021,2,11,2021-02-03,영동 해안형,4,F_009558;F_009574;F_009806;F_009821,YD_0017|2021|2|11,14,14,5,3,18.0,25,72.0,432.0,600.0,True,full_5
FE_00285,YD_0017,2021-02-04 10:00:00,2021,2,10,2021-02-04,영동 해안형,1,F_009934,YD_0017|2021|2|10,14,14,5,8,19.0,24,192.0,456.0,576.0,True,full_5
FE_00286,YD_0017,2021-02-09 14:00:00,2021,2,14,2021-02-09,영동 해안형,1,F_010077,YD_0017|2021|2|14,14,14,5,10,12.0,18,240.0,288.0,432.0,True,full_5
FE_00287,YD_0017,2021-02-10 09:00:00,2021,2,9,2021-02-10,영동 해안형,1,F_010089,YD_0017|2021|2|9,13,13,5,9,12.0,18,216.0,288.0,432.0,True,full_5
FE_00288,YD_0017,2021-02-14 11:00:00,2021,2,11,2021-02-14,영동 해안형,1,F_010131,YD_0017|2021|2|11,14,14,5,3,7.0,11,72.0,168.0,264.0,True,full_5
FE_00289,YD_0017,2021-03-13 09:00:00,2021,3,9,2021-03-13,영동 해안형,1,F_010338,YD_0017|2021|3|9,24,24,5,3,9.0,18,72.0,216.0,432.0,True,full_5
FE_00290,YD_0017,2021-03-15 09:00:00,2021,3,9,2021-03-15,영동 해안형,1,F_010351,YD_0017|2021|3|9,24,24,5,3,10.0,15,72.0,240.0,360.0,True,full_5
FE_00291,YD_0017,2021-04-11 10:00:00,2021,4,10,2021-04-11,영동 해안형,1,F_010480,YD_0017|2021|4|10,23,23,5,6,9.0,18,144.0,216.0,432.0,True,full_5
FE_00292,YD_0017,2021-04-13 10:00:00,2021,4,10,2021-04-13,영동 해안형,1,F_010484,YD_0017|2021|4|10,23,23,5,5,7.0,15,120.0,168.0,360.0,True,full_5
FE_00293,YD_0017,2021-05-15 09:00:00,2021,5,9,2021-05-15,영동 해안형,1,F_010689,YD_0017|2021|5|9,26,26,5,4,5.0,8,96.0,120.0,192.0,True,full_5
FE_00294,YD_0018,2020-02-24 17:00:00,2020,2,17,2020-02-24,영동 해안형,1,F_007663,YD_0018|2020|2|17,24,24,5,3,17.0,20,72.0,408.0,480.0,True,full_5
FE_00295,YD_0018,2020-10-24 22:00:00,2020,10,22,2020-10-24,영동 해안형,1,F_008451,YD_0018|2020|10|22,26,26,5,3,7.0,18,72.0,168.0,432.0,True,full_5
FE_00296,YD_0018,2020-10-24 23:00:00,2020,10,23,2020-10-24,영동 해안형,1,F_008450,YD_0018|2020|10|23,26,26,5,4,12.0,18,96.0,288.0,432.0,True,full_5
FE_00297,YD_0018,2021-02-01 09:00:00,2021,2,9,2021-02-01,영동 해안형,1,F_008879,YD_0018|2021|2|9,10,10,5,18,20.0,25,432.0,480.0,600.0,True,full_5
FE_00298,YD_0018,2021-02-01 11:00:00,2021,2,11,2021-02-01,영동 해안형,1,F_009079,YD_0018|2021|2|11,13,13,5,7,22.0,25,168.0,528.0,600.0,True,full_5
FE_00299,YD_0018,2021-02-04 12:00:00,2021,2,12,2021-02-04,영동 해안형,1,F_011113,YD_0018|2021|2|12,13,13,5,16,20.0,23,384.0,480.0,552.0,True,full_5
FE_00300,YD_0018,2021-02-04 13:00:00,2021,2,13,2021-02-04,영동 해안형,2,F_009925;F_009932,YD_0018|2021|2|13,13,13,5,9,20.0,23,216.0,480.0,552.0,True,full_5
FE_00301,YD_0018,2021-02-06 09:00:00,2021,2,9,2021-02-06,영동 해안형,1,F_010042,YD_0018|2021|2|9,10,10,5,13,19.0,21,312.0,456.0,504.0,True,full_5
FE_00302,YD_0018,2021-02-11 09:00:00,2021,2,9,2021-02-11,영동 해안형,1,F_010099,YD_0018|2021|2|9,10,10,5,9,12.0,17,216.0,288.0,408.0,True,full_5
FE_00303,YD_0018,2021-02-16 09:00:00,2021,2,9,2021-02-16,영동 해안형,1,F_010165,YD_0018|2021|2|9,10,10,5,4,6.0,12,96.0,144.0,288.0,True,full_5
FE_00304,YD_0018,2021-04-06 17:00:00,2021,4,17,2021-04-06,영동 해안형,1,F_010449,YD_0018|2021|4|17,17,17,5,6,13.0,22,144.0,312.0,528.0,True,full_5
FE_00305,YD_0018,2021-04-10 09:00:00,2021,4,9,2021-04-10,영동 해안형,1,F_010472,YD_0018|2021|4|9,18,18,5,4,7.0,18,96.0,168.0,432.0,True,full_5
FE_00306,YD_0018,2021-04-25 17:00:00,2021,4,17,2021-04-25,영동 해안형,1,F_010579,YD_0018|2021|4|17,17,17,5,3,5.0,10,72.0,120.0,240.0,True,full_5
FE_00307,YD_0019,2020-01-31 18:00:00,2020,1,18,2020-01-31,영동 해안형,1,F_007637,YD_0019|2020|1|18,28,28,5,4,13.0,19,96.0,312.0,456.0,True,full_5
FE_00308,YD_0019,2020-03-05 11:00:00,2020,3,11,2020-03-05,영동 해안형,1,F_007666,YD_0019|2020|3|11,26,26,5,3,13.0,16,72.0,312.0,384.0,True,full_5
FE_00309,YD_0019,2020-06-23 18:00:00,2020,6,18,2020-06-23,영동 해안형,1,F_010976,YD_0019|2020|6|18,25,25,5,4,8.0,22,96.0,192.0,528.0,True,full_5
FE_00310,YD_0019,2020-06-23 19:00:00,2020,6,19,2020-06-23,영동 해안형,1,F_007815,YD_0019|2020|6|19,25,25,5,4,7.0,18,96.0,168.0,432.0,True,full_5
FE_00311,YD_0019,2020-11-08 02:00:00,2020,11,2,2020-11-08,영동 해안형,1,F_008605,YD_0019|2020|11|2,20,20,5,6,10.0,20,144.0,240.0,480.0,True,full_5
FE_00312,YD_0019,2020-11-24 16:00:00,2020,11,16,2020-11-24,영동 해안형,1,F_011065,YD_0019|2020|11|16,19,19,5,3,10.0,23,72.0,240.0,552.0,True,full_5
FE_00313,YD_0019,2020-12-01 09:00:00,2020,12,9,2020-12-01,영동 해안형,1,F_008617,YD_0019|2020|12|9,28,28,5,7,16.0,29,168.0,384.0,696.0,True,full_5
FE_00314,YD_0019,2021-02-03 08:00:00,2021,2,8,2021-02-03,영동 해안형,1,F_009515,YD_0019|2021|2|8,23,23,5,6,18.0,24,144.0,432.0,576.0,True,full_5
FE_00315,YD_0019,2021-02-03 10:00:00,2021,2,10,2021-02-03,영동 해안형,16,F_009514;F_009528;F_009529;F_009530;F_009535;F_009539;F_009544;F_009553;F_009557;F_009604;F_009643;F_009647;F_009691;F_009722;F_009865;F_009918,YD_0019|2021|2|10,23,23,5,4,12.0,21,96.0,288.0,504.0,True,full_5
FE_00316,YD_0019,2021-02-03 11:00:00,2021,2,11,2021-02-03,영동 해안형,18,F_009561;F_009562;F_009563;F_009566;F_009567;F_009571;F_009573;F_009658;F_009810;F_009811;F_009813;F_009814;F_009815;F_009816;F_009820;F_009850;F_009851;F_009899,YD_0019|2021|2|11,23,23,5,4,10.0,25,96.0,240.0,600.0,True,full_5
FE_00317,YD_0019,2021-02-03 13:00:00,2021,2,13,2021-02-03,영동 해안형,1,F_009823,YD_0019|2021|2|13,23,23,5,11,20.0,25,264.0,480.0,600.0,True,full_5
FE_00318,YD_0019,2021-05-01 15:00:00,2021,5,15,2021-05-01,영동 해안형,1,F_010609,YD_0019|2021|5|15,28,28,5,9,22.0,29,216.0,528.0,696.0,True,full_5
FE_00319,YD_0020,2020-01-15 13:00:00,2020,1,13,2020-01-15,영동 해안형,1,F_007624,YD_0020|2020|1|13,26,26,5,8,12.0,14,192.0,288.0,336.0,True,full_5
FE_00320,YD_0020,2020-04-12 09:00:00,2020,4,9,2020-04-12,영동 해안형,1,F_007752,YD_0020|2020|4|9,25,25,5,3,7.0,12,72.0,168.0,288.0,True,full_5
FE_00321,YD_0020,2020-10-21 15:00:00,2020,10,15,2020-10-21,영동 해안형,1,F_011015,YD_0020|2020|10|15,26,26,5,9,12.0,15,216.0,288.0,360.0,True,full_5
FE_00322,YD_0020,2020-10-21 20:00:00,2020,10,20,2020-10-21,영동 해안형,1,F_011016,YD_0020|2020|10|20,26,26,5,3,14.0,17,72.0,336.0,408.0,True,full_5
FE_00323,YD_0020,2020-11-05 03:00:00,2020,11,3,2020-11-05,영동 해안형,1,F_011040,YD_0020|2020|11|3,25,25,5,8,12.0,23,192.0,288.0,552.0,True,full_5
FE_00324,YD_0020,2020-12-03 18:00:00,2020,12,18,2020-12-03,영동 해안형,1,F_008620,YD_0020|2020|12|18,8,8,5,24,26.0,28,576.0,624.0,672.0,True,full_5
FE_00325,YD_0020,2020-12-10 10:00:00,2020,12,10,2020-12-10,영동 해안형,2,F_008639;F_011075,YD_0020|2020|12|10,8,8,5,3,9.0,20,72.0,216.0,480.0,True,full_5
FE_00326,YD_0020,2020-12-12 10:00:00,2020,12,10,2020-12-12,영동 해안형,1,F_008687,YD_0020|2020|12|10,8,8,5,5,16.0,18,120.0,384.0,432.0,True,full_5
FE_00327,YD_0020,2020-12-15 10:00:00,2020,12,10,2020-12-15,영동 해안형,1,F_008692,YD_0020|2020|12|10,8,8,5,8,13.0,14,192.0,312.0,336.0,True,full_5
FE_00328,YD_0020,2020-12-17 18:00:00,2020,12,18,2020-12-17,영동 해안형,1,F_008714,YD_0020|2020|12|18,8,8,5,10,12.0,14,240.0,288.0,336.0,True,full_5
FE_00329,YD_0020,2020-12-19 13:00:00,2020,12,13,2020-12-19,영동 해안형,1,F_011085,YD_0020|2020|12|13,8,8,5,9,11.0,13,216.0,264.0,312.0,True,full_5
FE_00330,YD_0020,2020-12-20 14:00:00,2020,12,14,2020-12-20,영동 해안형,1,F_011087,YD_0020|2020|12|14,8,8,5,7,10.0,19,168.0,240.0,456.0,True,full_5
FE_00331,YD_0020,2020-12-25 12:00:00,2020,12,12,2020-12-25,영동 해안형,1,F_011089,YD_0020|2020|12|12,7,7,5,3,5.0,24,72.0,120.0,576.0,True,full_5
FE_00332,YD_0020,2021-01-04 16:00:00,2021,1,16,2021-01-04,영동 해안형,1,F_008729,YD_0020|2021|1|16,20,20,5,3,6.0,13,72.0,144.0,312.0,True,full_5
FE_00333,YD_0020,2021-01-04 17:00:00,2021,1,17,2021-01-04,영동 해안형,1,F_008722,YD_0020|2021|1|17,20,20,5,4,8.0,25,96.0,192.0,600.0,True,full_5
FE_00334,YD_0020,2021-01-25 09:00:00,2021,1,9,2021-01-25,영동 해안형,2,F_008758;F_008767,YD_0020|2021|1|9,21,21,5,3,10.0,16,72.0,240.0,384.0,True,full_5
FE_00335,YD_0020,2021-01-25 10:00:00,2021,1,10,2021-01-25,영동 해안형,1,F_008760,YD_0020|2021|1|10,20,20,5,3,6.0,12,72.0,144.0,288.0,True,full_5
FE_00336,YD_0020,2021-02-01 10:00:00,2021,2,10,2021-02-01,영동 해안형,1,F_009258,YD_0020|2021|2|10,12,12,5,5,8.0,27,120.0,192.0,648.0,True,full_5
FE_00337,YD_0020,2021-02-01 12:00:00,2021,2,12,2021-02-01,영동 해안형,4,F_008918;F_009027;F_009028;F_009031,YD_0020|2021|2|12,13,13,5,4,7.0,25,96.0,168.0,600.0,True,full_5
FE_00338,YD_0020,2021-02-01 13:00:00,2021,2,13,2021-02-01,영동 해안형,31,F_008922;F_008924;F_008927;F_008931;F_008933;F_008937;F_008944;F_008948;F_008950;F_008951;F_008954;F_008972;F_008977;F_008983;F_008984;F_008988;F_008991;F_008992;F_008993;F_008996;F_008997;F_009050;F_009051;F_009053;F_009060;F_009084;F_009091;F_009145;F_009161;F_009174;F_009210,YD_0020|2021|2|13,13,13,5,4,22.0,25,96.0,528.0,600.0,True,full_5
FE_00339,YD_0020,2021-02-01 14:00:00,2021,2,14,2021-02-01,영동 해안형,6,F_009002;F_009066;F_009070;F_009071;F_009073;F_009197,YD_0020|2021|2|14,13,13,5,5,21.0,26,120.0,504.0,624.0,True,full_5
FE_00340,YD_0020,2021-02-02 11:00:00,2021,2,11,2021-02-02,영동 해안형,1,F_009460,YD_0020|2021|2|11,12,12,5,5,7.0,25,120.0,168.0,600.0,True,full_5
FE_00341,YD_0020,2021-02-11 18:00:00,2021,2,18,2021-02-11,영동 해안형,1,F_010100,YD_0020|2021|2|18,12,12,5,5,11.0,15,120.0,264.0,360.0,True,full_5
FE_00342,YD_0020,2021-02-15 11:00:00,2021,2,11,2021-02-15,영동 해안형,1,F_010146,YD_0020|2021|2|11,12,12,5,8,9.0,12,192.0,216.0,288.0,True,full_5
FE_00343,YD_0020,2021-02-18 22:00:00,2021,2,22,2021-02-18,영동 해안형,2,F_010199;F_011125,YD_0020|2021|2|22,12,12,5,5,10.0,14,120.0,240.0,336.0,True,full_5
FE_00344,YD_0020,2021-02-18 23:00:00,2021,2,23,2021-02-18,영동 해안형,1,F_010195,YD_0020|2021|2|23,12,12,5,5,8.0,12,120.0,192.0,288.0,True,full_5
FE_00345,YD_0020,2021-02-19 14:00:00,2021,2,14,2021-02-19,영동 해안형,2,F_010208;F_011126,YD_0020|2021|2|14,13,13,5,3,6.0,13,72.0,144.0,312.0,True,full_5
FE_00346,YD_0020,2021-02-20 03:00:00,2021,2,3,2021-02-20,영동 해안형,1,F_011128,YD_0020|2021|2|3,11,11,5,4,11.0,13,96.0,264.0,312.0,True,full_5
FE_00347,YD_0020,2021-03-11 10:00:00,2021,3,10,2021-03-11,영동 해안형,2,F_010327;F_011166,YD_0020|2021|3|10,26,26,5,8,10.0,17,192.0,240.0,408.0,True,full_5
FE_00348,YD_0020,2021-04-07 08:00:00,2021,4,8,2021-04-07,영동 해안형,1,F_010454,YD_0020|2021|4|8,14,14,5,3,6.0,23,72.0,144.0,552.0,True,full_5
FE_00349,YD_0020,2021-04-12 14:00:00,2021,4,14,2021-04-12,영동 해안형,1,F_010482,YD_0020|2021|4|14,15,15,5,3,10.0,17,72.0,240.0,408.0,True,full_5
FE_00350,YD_0020,2021-04-15 10:00:00,2021,4,10,2021-04-15,영동 해안형,1,F_010490,YD_0020|2021|4|10,15,15,5,6,12.0,14,144.0,288.0,336.0,True,full_5
FE_00351,YD_0020,2021-04-20 09:00:00,2021,4,9,2021-04-20,영동 해안형,1,F_010537,YD_0020|2021|4|9,14,14,5,3,5.0,19,72.0,120.0,456.0,True,full_5
FE_00352,YD_0020,2021-05-15 13:00:00,2021,5,13,2021-05-15,영동 해안형,1,F_010685,YD_0020|2021|5|13,26,26,5,4,9.0,11,96.0,216.0,264.0,True,full_5
FE_00353,YD_0021,2020-10-25 11:00:00,2020,10,11,2020-10-25,영동 해안형,1,F_008452,YD_0021|2020|10|11,26,26,5,4,9.0,18,96.0,216.0,432.0,True,full_5
FE_00354,YD_0021,2021-04-29 13:00:00,2021,4,13,2021-04-29,영동 해안형,1,F_010608,YD_0021|2021|4|13,26,26,5,5,21.0,27,120.0,504.0,648.0,True,full_5
FE_00355,YS_0001,2020-01-03 12:00:00,2020,1,12,2020-01-03,영서 내륙형,1,F_007617,YS_0001|2020|1|12,25,25,5,5,10.0,26,120.0,240.0,624.0,True,full_5
FE_00356,YS_0001,2020-01-04 14:00:00,2020,1,14,2020-01-04,영서 내륙형,1,F_010701,YS_0001|2020|1|14,25,25,5,7,16.0,24,168.0,384.0,576.0,True,full_5
FE_00357,YS_0001,2020-01-05 11:00:00,2020,1,11,2020-01-05,영서 내륙형,1,F_007622,YS_0001|2020|1|11,25,24,5,5,13.0,23,120.0,312.0,552.0,True,full_5
FE_00358,YS_0001,2020-02-11 06:00:00,2020,2,6,2020-02-11,영서 내륙형,1,F_010743,YS_0001|2020|2|6,24,24,5,3,13.0,17,72.0,312.0,408.0,True,full_5
FE_00359,YS_0001,2020-04-26 13:00:00,2020,4,13,2020-04-26,영서 내륙형,2,F_007776;F_010904,YS_0001|2020|4|13,24,24,5,4,18.0,21,96.0,432.0,504.0,True,full_5
FE_00360,YS_0001,2020-05-01 14:00:00,2020,5,14,2020-05-01,영서 내륙형,1,F_010918,YS_0001|2020|5|14,28,28,5,3,23.0,30,72.0,552.0,720.0,True,full_5
FE_00361,YS_0001,2020-05-02 00:00:00,2020,5,0,2020-05-02,영서 내륙형,1,F_007792,YS_0001|2020|5|0,27,27,5,5,18.0,23,120.0,432.0,552.0,True,full_5
FE_00362,YS_0001,2020-11-10 10:00:00,2020,11,10,2020-11-10,영서 내륙형,1,F_008608,YS_0001|2020|11|10,25,25,5,5,7.0,13,120.0,168.0,312.0,True,full_5
FE_00363,YS_0001,2021-01-29 14:00:00,2021,1,14,2021-01-29,영서 내륙형,1,F_008853,YS_0001|2021|1|14,26,26,5,4,8.0,26,96.0,192.0,624.0,True,full_5
FE_00364,YS_0001,2021-02-08 09:00:00,2021,2,9,2021-02-08,영서 내륙형,1,F_010063,YS_0001|2021|2|9,8,8,5,3,6.0,19,72.0,144.0,456.0,True,full_5
FE_00365,YS_0001,2021-02-13 10:00:00,2021,2,10,2021-02-13,영서 내륙형,2,F_010119;F_010127,YS_0001|2021|2|10,8,8,5,3,10.0,15,72.0,240.0,360.0,True,full_5
FE_00366,YS_0001,2021-02-17 12:00:00,2021,2,12,2021-02-17,영서 내륙형,1,F_011123,YS_0001|2021|2|12,8,8,5,7,13.0,16,168.0,312.0,384.0,True,full_5
FE_00367,YS_0001,2021-02-20 14:00:00,2021,2,14,2021-02-20,영서 내륙형,1,F_011131,YS_0001|2021|2|14,8,8,5,7,10.0,17,168.0,240.0,408.0,True,full_5
FE_00368,YS_0001,2021-02-20 15:00:00,2021,2,15,2021-02-20,영서 내륙형,2,F_010225;F_010228,YS_0001|2021|2|15,8,8,5,7,10.0,18,168.0,240.0,432.0,True,full_5
FE_00369,YS_0001,2021-02-20 16:00:00,2021,2,16,2021-02-20,영서 내륙형,1,F_010233,YS_0001|2021|2|16,8,8,5,7,10.0,19,168.0,240.0,456.0,True,full_5
FE_00370,YS_0001,2021-02-24 22:00:00,2021,2,22,2021-02-24,영서 내륙형,1,F_011145,YS_0001|2021|2|22,8,8,5,19,21.0,23,456.0,504.0,552.0,True,full_5
FE_00371,YS_0001,2021-03-11 12:00:00,2021,3,12,2021-03-11,영서 내륙형,1,F_010324,YS_0001|2021|3|12,24,24,5,3,5.0,18,72.0,120.0,432.0,True,full_5
FE_00372,YS_0001,2021-03-11 13:00:00,2021,3,13,2021-03-11,영서 내륙형,1,F_010328,YS_0001|2021|3|13,24,24,5,7,9.0,17,168.0,216.0,408.0,True,full_5
FE_00373,YS_0001,2021-03-12 10:00:00,2021,3,10,2021-03-12,영서 내륙형,2,F_010331;F_010334,YS_0001|2021|3|10,24,24,5,3,5.0,16,72.0,120.0,384.0,True,full_5
FE_00374,YS_0001,2021-03-31 17:00:00,2021,3,17,2021-03-31,영서 내륙형,1,F_010425,YS_0001|2021|3|17,23,23,5,5,7.0,29,120.0,168.0,696.0,True,full_5
FE_00375,YS_0001,2021-04-16 18:00:00,2021,4,18,2021-04-16,영서 내륙형,1,F_010497,YS_0001|2021|4|18,20,20,5,6,11.0,13,144.0,264.0,312.0,True,full_5
FE_00376,YS_0001,2021-04-24 15:00:00,2021,4,15,2021-04-24,영서 내륙형,1,F_010560,YS_0001|2021|4|15,19,19,5,3,13.0,16,72.0,312.0,384.0,True,full_5
FE_00377,YS_0001,2021-05-10 08:00:00,2021,5,8,2021-05-10,영서 내륙형,1,F_010663,YS_0001|2021|5|8,26,26,5,4,8.0,18,96.0,192.0,432.0,True,full_5
FE_00378,YS_0002,2020-03-16 21:00:00,2020,3,21,2020-03-16,영서 내륙형,1,F_007685,YS_0002|2020|3|21,25,25,5,10,13.0,15,240.0,312.0,360.0,True,full_5
FE_00379,YS_0002,2020-04-02 19:00:00,2020,4,19,2020-04-02,영서 내륙형,1,F_010836,YS_0002|2020|4|19,21,21,5,12,23.0,28,288.0,552.0,672.0,True,full_5
FE_00380,YS_0002,2020-04-06 10:00:00,2020,4,10,2020-04-06,영서 내륙형,3,F_007724;F_007725;F_007726,YS_0002|2020|4|10,20,20,5,6,14.0,17,144.0,336.0,408.0,True,full_5
FE_00381,YS_0002,2020-04-06 11:00:00,2020,4,11,2020-04-06,영서 내륙형,1,F_007722,YS_0002|2020|4|11,20,20,5,15,22.0,24,360.0,528.0,576.0,True,full_5
FE_00382,YS_0002,2020-04-08 13:00:00,2020,4,13,2020-04-08,영서 내륙형,2,F_007741;F_007742,YS_0002|2020|4|13,20,20,5,3,12.0,21,72.0,288.0,504.0,True,full_5
FE_00383,YS_0002,2020-04-08 14:00:00,2020,4,14,2020-04-08,영서 내륙형,2,F_007731;F_010860,YS_0002|2020|4|14,20,20,5,3,7.0,15,72.0,168.0,360.0,True,full_5
FE_00384,YS_0002,2020-07-17 21:00:00,2020,7,21,2020-07-17,영서 내륙형,1,F_010985,YS_0002|2020|7|21,26,26,5,3,6.0,15,72.0,144.0,360.0,True,full_5
FE_00385,YS_0002,2021-02-01 10:00:00,2021,2,10,2021-02-01,영서 내륙형,1,F_009015,YS_0002|2021|2|10,7,7,5,15,17.0,20,360.0,408.0,480.0,True,full_5
FE_00386,YS_0002,2021-02-02 09:00:00,2021,2,9,2021-02-02,영서 내륙형,1,F_009506,YS_0002|2021|2|9,7,7,5,14,17.0,19,336.0,408.0,456.0,True,full_5
FE_00387,YS_0002,2021-02-02 10:00:00,2021,2,10,2021-02-02,영서 내륙형,1,F_009296,YS_0002|2021|2|10,7,7,5,14,16.0,18,336.0,384.0,432.0,True,full_5
FE_00388,YS_0002,2021-02-02 14:00:00,2021,2,14,2021-02-02,영서 내륙형,1,F_009468,YS_0002|2021|2|14,6,6,5,14,16.0,19,336.0,384.0,456.0,True,full_5
FE_00389,YS_0002,2021-02-03 09:00:00,2021,2,9,2021-02-03,영서 내륙형,5,F_009517;F_009518;F_009522;F_009523;F_009524,YS_0002|2021|2|9,7,7,5,14,16.0,19,336.0,384.0,456.0,True,full_5
FE_00390,YS_0002,2021-02-03 10:00:00,2021,2,10,2021-02-03,영서 내륙형,1,F_009749,YS_0002|2021|2|10,7,7,5,14,16.0,19,336.0,384.0,456.0,True,full_5
FE_00391,YS_0002,2021-02-03 12:00:00,2021,2,12,2021-02-03,영서 내륙형,1,F_009579,YS_0002|2021|2|12,7,7,5,14,16.0,18,336.0,384.0,432.0,True,full_5
FE_00392,YS_0002,2021-02-03 13:00:00,2021,2,13,2021-02-03,영서 내륙형,2,F_009660;F_009921,YS_0002|2021|2|13,6,6,5,13,15.0,17,312.0,360.0,408.0,True,full_5
FE_00393,YS_0002,2021-02-03 14:00:00,2021,2,14,2021-02-03,영서 내륙형,1,F_009673,YS_0002|2021|2|14,6,6,5,13,16.0,18,312.0,384.0,432.0,True,full_5
FE_00394,YS_0002,2021-02-05 10:00:00,2021,2,10,2021-02-05,영서 내륙형,1,F_009940,YS_0002|2021|2|10,7,7,5,11,13.0,15,264.0,312.0,360.0,True,full_5
FE_00395,YS_0002,2021-02-05 16:00:00,2021,2,16,2021-02-05,영서 내륙형,1,F_010033,YS_0002|2021|2|16,6,6,5,12,14.0,16,288.0,336.0,384.0,True,full_5
FE_00396,YS_0002,2021-02-06 09:00:00,2021,2,9,2021-02-06,영서 내륙형,1,F_010041,YS_0002|2021|2|9,7,7,5,11,13.0,16,264.0,312.0,384.0,True,full_5
FE_00397,YS_0002,2021-02-06 10:00:00,2021,2,10,2021-02-06,영서 내륙형,1,F_010044,YS_0002|2021|2|10,7,7,5,10,12.0,16,240.0,288.0,384.0,True,full_5
FE_00398,YS_0002,2021-02-10 10:00:00,2021,2,10,2021-02-10,영서 내륙형,1,F_010091,YS_0002|2021|2|10,7,7,5,7,9.0,12,168.0,216.0,288.0,True,full_5
FE_00399,YS_0002,2021-02-11 09:00:00,2021,2,9,2021-02-11,영서 내륙형,1,F_010103,YS_0002|2021|2|9,7,7,5,7,9.0,11,168.0,216.0,264.0,True,full_5
