fire_exposure_id,기상셀ID,기준시각,year,month,hour,date,climate_type,raw_event_n,fire_ids,match_key,base_pool_n,canadian_pool_n,matched_control_n,min_abs_date_diff_days,median_abs_date_diff_days,max_abs_date_diff_days,min_abs_time_diff_hours,median_abs_time_diff_hours,max_abs_time_diff_hours,full_5_matched,match_status
FE_00811,YS_0032,2021-02-01 11:00:00,2021,2,11,2021-02-01,고지·산간형,1,F_008908,YS_0032|2021|2|11,13,13,5,4,7.0,27,96.0,168.0,648.0,True,full_5
FE_00812,YS_0032,2021-02-12 09:00:00,2021,2,9,2021-02-12,고지·산간형,1,F_010117,YS_0032|2021|2|9,12,12,5,4,6.0,16,96.0,144.0,384.0,True,full_5
FE_00813,YS_0032,2021-02-16 09:00:00,2021,2,9,2021-02-16,고지·산간형,1,F_010169,YS_0032|2021|2|9,12,12,5,3,7.0,12,72.0,168.0,288.0,True,full_5
FE_00814,YS_0032,2021-02-25 16:00:00,2021,2,16,2021-02-25,고지·산간형,1,F_010272,YS_0032|2021|2|16,13,13,5,3,4.0,22,72.0,96.0,528.0,True,full_5
FE_00815,YS_0032,2021-03-24 15:00:00,2021,3,15,2021-03-24,고지·산간형,1,F_011183,YS_0032|2021|3|15,26,26,5,4,7.0,21,96.0,168.0,504.0,True,full_5
FE_00816,YS_0032,2021-04-24 19:00:00,2021,4,19,2021-04-24,고지·산간형,1,F_011227,YS_0032|2021|4|19,25,25,5,6,17.0,20,144.0,408.0,480.0,True,full_5
FE_00817,YS_0033,2020-04-15 11:00:00,2020,4,11,2020-04-15,고지·산간형,2,F_007764;F_010882,YS_0033|2020|4|11,25,25,5,4,9.0,14,96.0,216.0,336.0,True,full_5
FE_00818,YS_0033,2020-10-21 14:00:00,2020,10,14,2020-10-21,고지·산간형,1,F_008267,YS_0033|2020|10|14,26,26,5,3,9.0,18,72.0,216.0,432.0,True,full_5
FE_00819,YS_0033,2021-01-18 23:00:00,2021,1,23,2021-01-18,고지·산간형,1,F_008750,YS_0033|2021|1|23,25,25,5,4,6.0,12,96.0,144.0,288.0,True,full_5
FE_00820,YS_0033,2021-02-02 10:00:00,2021,2,10,2021-02-02,고지·산간형,1,F_009301,YS_0033|2021|2|10,24,24,5,5,12.0,23,120.0,288.0,552.0,True,full_5
FE_00821,YS_0034,2020-11-26 13:00:00,2020,11,13,2020-11-26,영서 내륙형,1,F_008615,YS_0034|2020|11|13,25,25,5,5,10.0,25,120.0,240.0,600.0,True,full_5
FE_00822,YS_0034,2021-01-01 22:00:00,2021,1,22,2021-01-01,영서 내륙형,1,F_011097,YS_0034|2021|1|22,28,28,5,4,17.0,23,96.0,408.0,552.0,True,full_5
FE_00823,YS_0034,2021-03-31 07:00:00,2021,3,7,2021-03-31,영서 내륙형,1,F_011192,YS_0034|2021|3|7,28,28,5,9,20.0,27,216.0,480.0,648.0,True,full_5
FE_00824,YS_0034,2021-04-21 13:00:00,2021,4,13,2021-04-21,영서 내륙형,1,F_010544,YS_0034|2021|4|13,24,24,5,3,9.0,17,72.0,216.0,408.0,True,full_5
FE_00825,YS_0034,2021-04-21 14:00:00,2021,4,14,2021-04-21,영서 내륙형,1,F_010541,YS_0034|2021|4|14,24,24,5,3,7.0,16,72.0,168.0,384.0,True,full_5
FE_00826,YS_0035,2020-06-10 09:00:00,2020,6,9,2020-06-10,고지·산간형,1,F_010958,YS_0035|2020|6|9,25,25,5,4,13.0,19,96.0,312.0,456.0,True,full_5
FE_00827,YS_0035,2020-07-10 11:00:00,2020,7,11,2020-07-10,고지·산간형,1,F_010984,YS_0035|2020|7|11,26,26,5,5,13.0,21,120.0,312.0,504.0,True,full_5
FE_00828,YS_0035,2021-02-01 10:00:00,2021,2,10,2021-02-01,고지·산간형,1,F_008902,YS_0035|2021|2|10,17,17,5,3,10.0,26,72.0,240.0,624.0,True,full_5
FE_00829,YS_0035,2021-02-01 11:00:00,2021,2,11,2021-02-01,고지·산간형,4,F_009114;F_009123;F_009136;F_009277,YS_0035|2021|2|11,17,17,5,4,10.0,26,96.0,240.0,624.0,True,full_5
FE_00830,YS_0035,2021-02-13 20:00:00,2021,2,20,2021-02-13,고지·산간형,1,F_010122,YS_0035|2021|2|20,17,17,5,3,6.0,10,72.0,144.0,240.0,True,full_5
FE_00831,YS_0035,2021-02-20 04:00:00,2021,2,4,2021-02-20,고지·산간형,1,F_010220,YS_0035|2021|2|4,16,16,5,3,4.0,14,72.0,96.0,336.0,True,full_5
FE_00832,YS_0035,2021-03-24 18:00:00,2021,3,18,2021-03-24,고지·산간형,1,F_010376,YS_0035|2021|3|18,21,21,5,7,15.0,22,168.0,360.0,528.0,True,full_5
FE_00833,YS_0035,2021-03-28 09:00:00,2021,3,9,2021-03-28,고지·산간형,1,F_010395,YS_0035|2021|3|9,22,22,5,10,18.0,22,240.0,432.0,528.0,True,full_5
FE_00834,YS_0035,2021-03-30 09:00:00,2021,3,9,2021-03-30,고지·산간형,1,F_010403,YS_0035|2021|3|9,22,22,5,9,20.0,29,216.0,480.0,696.0,True,full_5
FE_00835,YS_0035,2021-05-07 11:00:00,2021,5,11,2021-05-07,고지·산간형,5,F_010626;F_010627;F_010628;F_010629;F_010630,YS_0035|2021|5|11,22,22,5,3,14.0,22,72.0,336.0,528.0,True,full_5
FE_00836,YS_0035,2021-05-13 09:00:00,2021,5,9,2021-05-13,고지·산간형,1,F_010671,YS_0035|2021|5|9,22,22,5,9,12.0,17,216.0,288.0,408.0,True,full_5
FE_00837,YS_0036,2021-04-10 18:00:00,2021,4,18,2021-04-10,고지·산간형,1,F_010471,YS_0036|2021|4|18,25,25,5,3,9.0,12,72.0,216.0,288.0,True,full_5
FE_00838,YS_0037,2020-01-03 12:00:00,2020,1,12,2020-01-03,영서 내륙형,1,F_010698,YS_0037|2020|1|12,23,23,5,11,16.0,28,264.0,384.0,672.0,True,full_5
FE_00839,YS_0037,2020-01-04 13:00:00,2020,1,13,2020-01-04,영서 내륙형,2,F_007618;F_007619,YS_0037|2020|1|13,24,24,5,7,14.0,20,168.0,336.0,480.0,True,full_5
FE_00840,YS_0037,2020-01-04 15:00:00,2020,1,15,2020-01-04,영서 내륙형,1,F_007620,YS_0037|2020|1|15,24,24,5,6,16.0,23,144.0,384.0,552.0,True,full_5
FE_00841,YS_0037,2020-01-05 06:00:00,2020,1,6,2020-01-05,영서 내륙형,1,F_010702,YS_0037|2020|1|6,24,23,5,4,14.0,23,96.0,336.0,552.0,True,full_5
FE_00842,YS_0037,2020-01-06 00:00:00,2020,1,0,2020-01-06,영서 내륙형,1,F_010704,YS_0037|2020|1|0,24,23,5,12,17.0,23,288.0,408.0,552.0,True,full_5
FE_00843,YS_0037,2020-01-06 12:00:00,2020,1,12,2020-01-06,영서 내륙형,1,F_007623,YS_0037|2020|1|12,23,23,5,3,7.0,14,72.0,168.0,336.0,True,full_5
FE_00844,YS_0037,2020-03-08 18:00:00,2020,3,18,2020-03-08,영서 내륙형,1,F_010772,YS_0037|2020|3|18,26,26,5,4,14.0,19,96.0,336.0,456.0,True,full_5
FE_00845,YS_0037,2020-04-04 16:00:00,2020,4,16,2020-04-04,영서 내륙형,2,F_007718;F_007721,YS_0037|2020|4|16,23,23,5,3,16.0,20,72.0,384.0,480.0,True,full_5
FE_00846,YS_0037,2020-04-04 17:00:00,2020,4,17,2020-04-04,영서 내륙형,1,F_007720,YS_0037|2020|4|17,23,23,5,6,11.0,22,144.0,264.0,528.0,True,full_5
FE_00847,YS_0037,2020-05-01 14:00:00,2020,5,14,2020-05-01,영서 내륙형,1,F_007784,YS_0037|2020|5|14,28,28,5,4,22.0,30,96.0,528.0,720.0,True,full_5
FE_00848,YS_0037,2020-06-13 15:00:00,2020,6,15,2020-06-13,영서 내륙형,1,F_007814,YS_0037|2020|6|15,25,25,5,3,4.0,11,72.0,96.0,264.0,True,full_5
FE_00849,YS_0037,2020-10-06 14:00:00,2020,10,14,2020-10-06,영서 내륙형,1,F_007823,YS_0037|2020|10|14,26,26,5,3,16.0,20,72.0,384.0,480.0,True,full_5
FE_00850,YS_0037,2020-12-10 10:00:00,2020,12,10,2020-12-10,영서 내륙형,1,F_008637,YS_0037|2020|12|10,26,26,5,5,9.0,13,120.0,216.0,312.0,True,full_5
FE_00851,YS_0037,2021-01-29 10:00:00,2021,1,10,2021-01-29,영서 내륙형,1,F_008816,YS_0037|2021|1|10,26,26,5,3,8.0,25,72.0,192.0,600.0,True,full_5
FE_00852,YS_0037,2021-02-02 11:00:00,2021,2,11,2021-02-02,영서 내륙형,1,F_009459,YS_0037|2021|2|11,24,24,5,8,16.0,21,192.0,384.0,504.0,True,full_5
FE_00853,YS_0037,2021-04-02 11:00:00,2021,4,11,2021-04-02,영서 내륙형,1,F_010435,YS_0037|2021|4|11,26,26,5,4,10.0,21,96.0,240.0,504.0,True,full_5
FE_00854,YS_0037,2021-05-11 17:00:00,2021,5,17,2021-05-11,영서 내륙형,1,F_010666,YS_0037|2021|5|17,26,26,5,5,9.0,20,120.0,216.0,480.0,True,full_5
FE_00855,YS_0037,2021-05-12 10:00:00,2021,5,10,2021-05-12,영서 내륙형,1,F_010670,YS_0037|2021|5|10,26,26,5,5,7.0,15,120.0,168.0,360.0,True,full_5
FE_00856,YS_0038,2020-10-17 09:00:00,2020,10,9,2020-10-17,영서 내륙형,1,F_011010,YS_0038|2020|10|9,26,26,5,3,10.0,11,72.0,240.0,264.0,True,full_5
FE_00857,YS_0038,2021-02-01 09:00:00,2021,2,9,2021-02-01,영서 내륙형,2,F_009217;F_009264,YS_0038|2021|2|9,7,7,5,9,25.0,27,216.0,600.0,648.0,True,full_5
FE_00858,YS_0038,2021-02-01 11:00:00,2021,2,11,2021-02-01,영서 내륙형,1,F_008867,YS_0038|2021|2|11,8,8,5,9,23.0,27,216.0,552.0,648.0,True,full_5
FE_00859,YS_0038,2021-02-02 14:00:00,2021,2,14,2021-02-02,영서 내륙형,1,F_009467,YS_0038|2021|2|14,8,8,5,8,23.0,25,192.0,552.0,600.0,True,full_5
FE_00860,YS_0038,2021-02-03 16:00:00,2021,2,16,2021-02-03,영서 내륙형,1,F_009854,YS_0038|2021|2|16,7,7,5,6,21.0,25,144.0,504.0,600.0,True,full_5
FE_00861,YS_0038,2021-02-05 16:00:00,2021,2,16,2021-02-05,영서 내륙형,1,F_009957,YS_0038|2021|2|16,7,7,5,4,20.0,23,96.0,480.0,552.0,True,full_5
FE_00862,YS_0038,2021-02-07 09:00:00,2021,2,9,2021-02-07,영서 내륙형,1,F_010049,YS_0038|2021|2|9,7,7,5,16,19.0,21,384.0,456.0,504.0,True,full_5
FE_00863,YS_0038,2021-02-12 15:00:00,2021,2,15,2021-02-12,영서 내륙형,1,F_010115,YS_0038|2021|2|15,7,7,5,3,12.0,16,72.0,288.0,384.0,True,full_5
FE_00864,YS_0038,2021-02-15 18:00:00,2021,2,18,2021-02-15,영서 내륙형,1,F_010156,YS_0038|2021|2|18,7,7,5,6,11.0,13,144.0,264.0,312.0,True,full_5
FE_00865,YS_0038,2021-02-18 13:00:00,2021,2,13,2021-02-18,영서 내륙형,1,F_010194,YS_0038|2021|2|13,8,8,5,5,7.0,9,120.0,168.0,216.0,True,full_5
FE_00866,YS_0038,2021-02-21 08:00:00,2021,2,8,2021-02-21,영서 내륙형,1,F_010241,YS_0038|2021|2|8,6,6,5,3,6.0,11,72.0,144.0,264.0,True,full_5
FE_00867,YS_0038,2021-03-06 08:00:00,2021,3,8,2021-03-06,영서 내륙형,1,F_010301,YS_0038|2021|3|8,21,21,5,5,9.0,23,120.0,216.0,552.0,True,full_5
FE_00868,YS_0038,2021-03-06 09:00:00,2021,3,9,2021-03-06,영서 내륙형,2,F_010294;F_010295,YS_0038|2021|3|9,22,22,5,8,14.0,24,192.0,336.0,576.0,True,full_5
FE_00869,YS_0038,2021-03-06 10:00:00,2021,3,10,2021-03-06,영서 내륙형,1,F_010296,YS_0038|2021|3|10,22,22,5,3,13.0,21,72.0,312.0,504.0,True,full_5
FE_00870,YS_0038,2021-03-06 18:00:00,2021,3,18,2021-03-06,영서 내륙형,1,F_010293,YS_0038|2021|3|18,22,22,5,3,10.0,23,72.0,240.0,552.0,True,full_5
FE_00871,YS_0038,2021-03-25 08:00:00,2021,3,8,2021-03-25,영서 내륙형,1,F_010377,YS_0038|2021|3|8,21,21,5,4,7.0,14,96.0,168.0,336.0,True,full_5
FE_00872,YS_0038,2021-04-06 08:00:00,2021,4,8,2021-04-06,영서 내륙형,1,F_010450,YS_0038|2021|4|8,19,19,5,3,11.0,22,72.0,264.0,528.0,True,full_5
FE_00873,YS_0038,2021-04-06 21:00:00,2021,4,21,2021-04-06,영서 내륙형,1,F_010453,YS_0038|2021|4|21,19,19,5,5,19.0,22,120.0,456.0,528.0,True,full_5
FE_00874,YS_0038,2021-04-21 13:00:00,2021,4,13,2021-04-21,영서 내륙형,1,F_010540,YS_0038|2021|4|13,18,18,5,4,5.0,19,96.0,120.0,456.0,True,full_5
FE_00875,YS_0038,2021-04-23 14:00:00,2021,4,14,2021-04-23,영서 내륙형,1,F_010555,YS_0038|2021|4|14,18,18,5,3,9.0,21,72.0,216.0,504.0,True,full_5
FE_00876,YS_0039,2020-04-14 15:00:00,2020,4,15,2020-04-14,고지·산간형,2,F_007759;F_007762,YS_0039|2020|4|15,25,25,5,4,9.0,11,96.0,216.0,264.0,True,full_5
FE_00877,YS_0039,2020-11-01 17:00:00,2020,11,17,2020-11-01,고지·산간형,1,F_008596,YS_0039|2020|11|17,22,22,5,11,13.0,24,264.0,312.0,576.0,True,full_5
FE_00878,YS_0039,2020-11-06 17:00:00,2020,11,17,2020-11-06,고지·산간형,1,F_008604,YS_0039|2020|11|17,22,22,5,3,13.0,21,72.0,312.0,504.0,True,full_5
FE_00879,YS_0039,2021-05-09 11:00:00,2021,5,11,2021-05-09,고지·산간형,1,F_010639,YS_0039|2021|5|11,26,26,5,4,8.0,20,96.0,192.0,480.0,True,full_5
FE_00880,YS_0040,2020-07-19 19:00:00,2020,7,19,2020-07-19,영서 내륙형,1,F_010986,YS_0040|2020|7|19,26,26,5,8,15.0,18,192.0,360.0,432.0,True,full_5
FE_00881,YS_0040,2021-02-01 09:00:00,2021,2,9,2021-02-01,영서 내륙형,1,F_009100,YS_0040|2021|2|9,19,19,5,5,18.0,22,120.0,432.0,528.0,True,full_5
FE_00882,YS_0040,2021-02-02 10:00:00,2021,2,10,2021-02-02,영서 내륙형,1,F_009285,YS_0040|2021|2|10,18,18,5,7,10.0,18,168.0,240.0,432.0,True,full_5
FE_00883,YS_0040,2021-02-03 10:00:00,2021,2,10,2021-02-03,영서 내륙형,6,F_009512;F_009537;F_009552;F_009742;F_009756;F_009825,YS_0040|2021|2|10,18,18,5,4,11.0,16,96.0,264.0,384.0,True,full_5
FE_00884,YS_0040,2021-02-03 11:00:00,2021,2,11,2021-02-03,영서 내륙형,1,F_009901,YS_0040|2021|2|11,19,19,5,4,8.0,17,96.0,192.0,408.0,True,full_5
FE_00885,YS_0040,2021-02-03 12:00:00,2021,2,12,2021-02-03,영서 내륙형,1,F_009580,YS_0040|2021|2|12,19,19,5,6,13.0,18,144.0,312.0,432.0,True,full_5
FE_00886,YS_0040,2021-02-25 10:00:00,2021,2,10,2021-02-25,영서 내륙형,1,F_010275,YS_0040|2021|2|10,18,18,5,3,7.0,16,72.0,168.0,384.0,True,full_5
FE_00887,YS_0040,2021-03-08 15:00:00,2021,3,15,2021-03-08,영서 내륙형,1,F_010305,YS_0040|2021|3|15,26,26,5,3,8.0,23,72.0,192.0,552.0,True,full_5
FE_00888,YS_0040,2021-04-27 11:00:00,2021,4,11,2021-04-27,영서 내륙형,1,F_010586,YS_0040|2021|4|11,25,25,5,4,8.0,23,96.0,192.0,552.0,True,full_5
FE_00889,YS_0041,2021-02-01 13:00:00,2021,2,13,2021-02-01,고지·산간형,3,F_008921;F_008987;F_009187,YS_0041|2021|2|13,25,25,5,5,7.0,22,120.0,168.0,528.0,True,full_5
FE_00890,YS_0042,2020-04-15 08:00:00,2020,4,8,2020-04-15,영서 내륙형,1,F_007763,YS_0042|2020|4|8,22,22,5,5,10.0,12,120.0,240.0,288.0,True,full_5
FE_00891,YS_0042,2020-04-30 08:00:00,2020,4,8,2020-04-30,영서 내륙형,1,F_007781,YS_0042|2020|4|8,22,22,5,7,12.0,27,168.0,288.0,648.0,True,full_5
FE_00892,YS_0042,2021-02-03 11:00:00,2021,2,11,2021-02-03,영서 내륙형,1,F_009576,YS_0042|2021|2|11,13,13,5,8,20.0,24,192.0,480.0,576.0,True,full_5
FE_00893,YS_0042,2021-02-03 14:00:00,2021,2,14,2021-02-03,영서 내륙형,1,F_009581,YS_0042|2021|2|14,13,13,5,7,12.0,23,168.0,288.0,552.0,True,full_5
FE_00894,YS_0042,2021-02-03 17:00:00,2021,2,17,2021-02-03,영서 내륙형,1,F_009585,YS_0042|2021|2|17,13,13,5,11,20.0,24,264.0,480.0,576.0,True,full_5
FE_00895,YS_0042,2021-02-06 13:00:00,2021,2,13,2021-02-06,영서 내륙형,1,F_010040,YS_0042|2021|2|13,13,13,5,4,20.0,22,96.0,480.0,528.0,True,full_5
FE_00896,YS_0042,2021-02-08 10:00:00,2021,2,10,2021-02-08,영서 내륙형,1,F_010066,YS_0042|2021|2|10,12,12,5,3,6.0,17,72.0,144.0,408.0,True,full_5
FE_00897,YS_0042,2021-02-19 10:00:00,2021,2,10,2021-02-19,영서 내륙형,1,F_010200,YS_0042|2021|2|10,12,12,5,4,6.0,9,96.0,144.0,216.0,True,full_5
FE_00898,YS_0042,2021-02-20 10:00:00,2021,2,10,2021-02-20,영서 내륙형,1,F_010212,YS_0042|2021|2|10,12,12,5,4,6.0,19,96.0,144.0,456.0,True,full_5
FE_00899,YS_0042,2021-02-21 10:00:00,2021,2,10,2021-02-21,영서 내륙형,1,F_010236,YS_0042|2021|2|10,12,12,5,4,7.0,20,96.0,168.0,480.0,True,full_5
FE_00900,YS_0042,2021-03-30 10:00:00,2021,3,10,2021-03-30,영서 내륙형,1,F_010405,YS_0042|2021|3|10,27,27,5,10,25.0,28,240.0,600.0,672.0,True,full_5
FE_00901,YS_0042,2021-04-10 15:00:00,2021,4,15,2021-04-10,영서 내륙형,1,F_010476,YS_0042|2021|4|15,21,21,5,8,10.0,20,192.0,240.0,480.0,True,full_5
FE_00902,YS_0042,2021-04-22 21:00:00,2021,4,21,2021-04-22,영서 내륙형,1,F_010552,YS_0042|2021|4|21,21,21,5,3,8.0,20,72.0,192.0,480.0,True,full_5
FE_00903,YS_0043,2020-04-10 11:00:00,2020,4,11,2020-04-10,영서 내륙형,1,F_010868,YS_0043|2020|4|11,21,21,5,3,10.0,19,72.0,240.0,456.0,True,full_5
FE_00904,YS_0043,2020-04-10 12:00:00,2020,4,12,2020-04-10,영서 내륙형,1,F_007746,YS_0043|2020|4|12,21,21,5,3,5.0,11,72.0,120.0,264.0,True,full_5
FE_00905,YS_0043,2020-04-26 17:00:00,2020,4,17,2020-04-26,영서 내륙형,1,F_007777,YS_0043|2020|4|17,21,21,5,3,12.0,20,72.0,288.0,480.0,True,full_5
FE_00906,YS_0043,2020-12-12 11:00:00,2020,12,11,2020-12-12,영서 내륙형,1,F_008685,YS_0043|2020|12|11,26,26,5,3,8.0,11,72.0,192.0,264.0,True,full_5
FE_00907,YS_0043,2020-12-12 12:00:00,2020,12,12,2020-12-12,영서 내륙형,1,F_008686,YS_0043|2020|12|12,26,26,5,3,9.0,17,72.0,216.0,408.0,True,full_5
FE_00908,YS_0043,2020-12-12 15:00:00,2020,12,15,2020-12-12,영서 내륙형,1,F_008683,YS_0043|2020|12|15,26,26,5,3,7.0,14,72.0,168.0,336.0,True,full_5
FE_00909,YS_0043,2021-02-01 09:00:00,2021,2,9,2021-02-01,영서 내륙형,1,F_009265,YS_0043|2021|2|9,12,12,5,5,7.0,19,120.0,168.0,456.0,True,full_5
FE_00910,YS_0043,2021-02-01 11:00:00,2021,2,11,2021-02-01,영서 내륙형,2,F_009274;F_009275,YS_0043|2021|2|11,12,12,5,3,15.0,27,72.0,360.0,648.0,True,full_5
FE_00911,YS_0043,2021-02-11 10:00:00,2021,2,10,2021-02-11,영서 내륙형,1,F_010093,YS_0043|2021|2|10,11,11,5,4,5.0,9,96.0,120.0,216.0,True,full_5
FE_00912,YS_0043,2021-02-12 18:00:00,2021,2,18,2021-02-12,영서 내륙형,1,F_010112,YS_0043|2021|2|18,13,13,5,3,6.0,8,72.0,144.0,192.0,True,full_5
FE_00913,YS_0043,2021-02-23 08:00:00,2021,2,8,2021-02-23,영서 내륙형,1,F_010256,YS_0043|2021|2|8,12,12,5,3,7.0,19,72.0,168.0,456.0,True,full_5
FE_00914,YS_0043,2021-02-26 10:00:00,2021,2,10,2021-02-26,영서 내륙형,1,F_010279,YS_0043|2021|2|10,11,11,5,6,10.0,20,144.0,240.0,480.0,True,full_5
FE_00915,YS_0043,2021-03-26 18:00:00,2021,3,18,2021-03-26,영서 내륙형,1,F_010380,YS_0043|2021|3|18,24,24,5,3,8.0,15,72.0,192.0,360.0,True,full_5
FE_00916,YS_0043,2021-04-01 17:00:00,2021,4,17,2021-04-01,영서 내륙형,1,F_010429,YS_0043|2021|4|17,22,22,5,5,15.0,20,120.0,360.0,480.0,True,full_5
FE_00917,YS_0043,2021-04-25 14:00:00,2021,4,14,2021-04-25,영서 내륙형,1,F_010570,YS_0043|2021|4|14,22,22,5,3,10.0,15,72.0,240.0,360.0,True,full_5
FE_00918,YS_0043,2021-04-25 15:00:00,2021,4,15,2021-04-25,영서 내륙형,1,F_010571,YS_0043|2021|4|15,22,22,5,7,13.0,21,168.0,312.0,504.0,True,full_5
FE_00919,YS_0043,2021-04-25 16:00:00,2021,4,16,2021-04-25,영서 내륙형,1,F_010573,YS_0043|2021|4|16,22,22,5,4,12.0,18,96.0,288.0,432.0,True,full_5
FE_00920,YS_0043,2021-04-25 17:00:00,2021,4,17,2021-04-25,영서 내륙형,1,F_010572,YS_0043|2021|4|17,22,22,5,10,15.0,19,240.0,360.0,456.0,True,full_5
FE_00921,YS_0047,2020-12-07 09:00:00,2020,12,9,2020-12-07,고지·산간형,1,F_011073,YS_0047|2020|12|9,26,26,5,3,5.0,22,72.0,120.0,528.0,True,full_5
FE_00922,YS_0049,2020-01-03 12:00:00,2020,1,12,2020-01-03,고지·산간형,1,F_007616,YS_0049|2020|1|12,26,26,5,9,15.0,26,216.0,360.0,624.0,True,full_5
FE_00923,YS_0049,2021-02-01 11:00:00,2021,2,11,2021-02-01,고지·산간형,2,F_008911;F_009268,YS_0049|2021|2|11,16,16,5,3,22.0,25,72.0,528.0,600.0,True,full_5
FE_00924,YS_0049,2021-02-09 13:00:00,2021,2,13,2021-02-09,고지·산간형,1,F_010075,YS_0049|2021|2|13,17,17,5,3,9.0,15,72.0,216.0,360.0,True,full_5
FE_00925,YS_0049,2021-02-15 11:00:00,2021,2,11,2021-02-15,고지·산간형,1,F_010152,YS_0049|2021|2|11,16,16,5,3,8.0,12,72.0,192.0,288.0,True,full_5
FE_00926,YS_0049,2021-03-30 13:00:00,2021,3,13,2021-03-30,고지·산간형,1,F_010397,YS_0049|2021|3|13,27,27,5,7,18.0,28,168.0,432.0,672.0,True,full_5
FE_00927,YS_0049,2021-05-08 10:00:00,2021,5,10,2021-05-08,고지·산간형,1,F_010635,YS_0049|2021|5|10,22,22,5,4,15.0,21,96.0,360.0,504.0,True,full_5
FE_00928,YS_0049,2021-05-08 11:00:00,2021,5,11,2021-05-08,고지·산간형,1,F_010638,YS_0049|2021|5|11,22,22,5,3,14.0,21,72.0,336.0,504.0,True,full_5
FE_00929,YS_0049,2021-05-13 15:00:00,2021,5,15,2021-05-13,고지·산간형,1,F_010672,YS_0049|2021|5|15,22,22,5,3,9.0,14,72.0,216.0,336.0,True,full_5
FE_00930,YS_0049,2021-05-13 16:00:00,2021,5,16,2021-05-13,고지·산간형,1,F_010673,YS_0049|2021|5|16,22,22,5,4,10.0,18,96.0,240.0,432.0,True,full_5
FE_00931,YS_0050,2020-03-28 19:00:00,2020,3,19,2020-03-28,영서 내륙형,1,F_007703,YS_0050|2020|3|19,26,26,5,5,14.0,17,120.0,336.0,408.0,True,full_5
FE_00932,YS_0050,2020-04-03 14:00:00,2020,4,14,2020-04-03,영서 내륙형,2,F_007712;F_010837,YS_0050|2020|4|14,21,21,5,4,14.0,25,96.0,336.0,600.0,True,full_5
FE_00933,YS_0050,2020-04-03 15:00:00,2020,4,15,2020-04-03,영서 내륙형,1,F_007713,YS_0050|2020|4|15,21,21,5,4,20.0,23,96.0,480.0,552.0,True,full_5
FE_00934,YS_0050,2020-04-10 18:00:00,2020,4,18,2020-04-10,영서 내륙형,1,F_007748,YS_0050|2020|4|18,21,21,5,4,13.0,20,96.0,312.0,480.0,True,full_5
FE_00935,YS_0050,2020-06-07 23:00:00,2020,6,23,2020-06-07,영서 내륙형,1,F_007810,YS_0050|2020|6|23,25,25,5,3,9.0,17,72.0,216.0,408.0,True,full_5
FE_00936,YS_0050,2021-02-01 21:00:00,2021,2,21,2021-02-01,영서 내륙형,1,F_009078,YS_0050|2021|2|21,9,9,5,3,8.0,14,72.0,192.0,336.0,True,full_5
FE_00937,YS_0050,2021-02-02 10:00:00,2021,2,10,2021-02-02,영서 내륙형,4,F_009289;F_009376;F_009408;F_009430,YS_0050|2021|2|10,9,9,5,3,13.0,15,72.0,312.0,360.0,True,full_5
FE_00938,YS_0050,2021-02-12 18:00:00,2021,2,18,2021-02-12,영서 내륙형,1,F_010113,YS_0050|2021|2|18,8,8,5,3,4.0,6,72.0,96.0,144.0,True,full_5
FE_00939,YS_0050,2021-02-19 12:00:00,2021,2,12,2021-02-19,영서 내륙형,1,F_010205,YS_0050|2021|2|12,9,9,5,9,13.0,15,216.0,312.0,360.0,True,full_5
FE_00940,YS_0050,2021-02-22 21:00:00,2021,2,21,2021-02-22,영서 내륙형,1,F_011139,YS_0050|2021|2|21,9,9,5,6,16.0,18,144.0,384.0,432.0,True,full_5
FE_00941,YS_0050,2021-02-26 10:00:00,2021,2,10,2021-02-26,영서 내륙형,1,F_010277,YS_0050|2021|2|10,9,9,5,10,16.0,19,240.0,384.0,456.0,True,full_5
FE_00942,YS_0050,2021-02-27 12:00:00,2021,2,12,2021-02-27,영서 내륙형,1,F_010283,YS_0050|2021|2|12,9,9,5,12,19.0,23,288.0,456.0,552.0,True,full_5
FE_00943,YS_0050,2021-03-11 17:00:00,2021,3,17,2021-03-11,영서 내륙형,1,F_010330,YS_0050|2021|3|17,18,18,5,3,8.0,18,72.0,192.0,432.0,True,full_5
FE_00944,YS_0050,2021-03-18 11:00:00,2021,3,11,2021-03-18,영서 내륙형,1,F_010356,YS_0050|2021|3|11,17,17,5,10,12.0,14,240.0,288.0,336.0,True,full_5
FE_00945,YS_0050,2021-03-25 14:00:00,2021,3,14,2021-03-25,영서 내륙형,1,F_011185,YS_0050|2021|3|14,18,18,5,3,16.0,23,72.0,384.0,552.0,True,full_5
FE_00946,YS_0050,2021-04-10 18:00:00,2021,4,18,2021-04-10,영서 내륙형,1,F_010477,YS_0050|2021|4|18,21,21,5,5,6.0,19,120.0,144.0,456.0,True,full_5
FE_00947,YS_0050,2021-04-11 12:00:00,2021,4,12,2021-04-11,영서 내륙형,1,F_010478,YS_0050|2021|4|12,21,21,5,8,10.0,19,192.0,240.0,456.0,True,full_5
FE_00948,YS_0050,2021-04-24 16:00:00,2021,4,16,2021-04-24,영서 내륙형,1,F_010562,YS_0050|2021|4|16,21,21,5,4,8.0,19,96.0,192.0,456.0,True,full_5
