source_index,fire_id,발생일시,기상셀ID,기후권역,기후지형유형,addr_type,기후지형_번지유형,월_key,시간_key,산불위험계절,발생시간대구분,L1_NAME,L2_NAME,생활권프록시,원인프록시_500m,생활권접점_score,선행건조_score,강풍_score,강수부족_score,산지접근성_score
504,F_008117,2020-10-20 15:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.3553094040719323,0.2860926198667127,-0.5063212194333904,0.19713333138798445,0.06266081648001166
505,F_008118,2020-10-20 15:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,15,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.6075957592380479,-0.32160702657186596,-0.9739272405366048,0.2046987418595662,0.6683133166807071
506,F_008119,2020-10-20 15:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,15,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.6075957592380479,-0.32160702657186596,-0.9739272405366048,0.2046987418595662,0.6683133166807071
507,F_008120,2020-10-20 15:00:00,YS_0025,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.4527989970161921,-0.4100417578175407,-0.9408585872015466,0.16907852825354228,0.1836419684437823
508,F_008121,2020-10-20 15:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,15,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.6075957592380479,-0.32160702657186596,-0.9739272405366048,0.2046987418595662,0.6683133166807071
509,F_008122,2020-10-20 15:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,15,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.6075957592380479,-0.32160702657186596,-0.9739272405366048,0.2046987418595662,0.6683133166807071
510,F_008123,2020-10-20 15:00:00,YS_0025,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.7538581742512992,-0.3960976739605819,-0.9117078434582053,0.15523647900926918,0.2432865993905663
511,F_008124,2020-10-20 10:00:00,YS_0025,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),초지,자연초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.13829906496082056,-0.16838250710600655,-1.223759419567884,0.10976026398148317,-0.08704349516767104
512,F_008125,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
513,F_008126,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
514,F_008127,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
515,F_008128,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
516,F_008129,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
517,F_008130,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
518,F_008131,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
519,F_008132,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
520,F_008133,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
521,F_008134,2020-10-20 13:00:00,YS_0014,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.1590923086293725,-0.2417187672211386,-1.0321293091582526,0.18087210209528853,-0.5451974093410187
522,F_008135,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
523,F_008136,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
524,F_008137,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
525,F_008138,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
526,F_008139,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
527,F_008140,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
528,F_008141,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
529,F_008142,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
530,F_008143,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
531,F_008144,2020-10-20 13:00:00,YS_0014,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.163845586476968,-0.24371704195378052,-1.0335698073682356,0.1813432822124405,-0.5504985360380882
532,F_008145,2020-10-20 14:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.5974096279257097,-0.06059276006766477,-0.9318104734539241,0.1967585563020933,0.6856162171667979
533,F_008146,2020-10-20 14:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.5974096279257097,-0.06059276006766477,-0.9318104734539241,0.1967585563020933,0.6856162171667979
534,F_008147,2020-10-20 14:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.5974096279257097,-0.06059276006766477,-0.9318104734539241,0.1967585563020933,0.6856162171667979
535,F_008148,2020-10-20 08:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,8,기타계절,아침(6~9시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.1989470736498542,-0.5099744394666891,-0.9190150122862062,0.07795914811344383,0.7575908393929591
536,F_008149,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
537,F_008150,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
538,F_008151,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
539,F_008152,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
540,F_008153,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
541,F_008154,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
542,F_008155,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
543,F_008156,2020-10-20 10:00:00,YS_0025,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.940788618234658,-0.14207759153266705,-1.1530295970083115,0.08470534143416529,0.18929951298773878
544,F_008157,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
545,F_008158,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
546,F_008159,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
547,F_008160,2020-10-20 11:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,11,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.208199540692381,-0.6926116288200308,-1.0841287618789763,0.1668350512113128,0.672138350644148
548,F_008161,2020-10-20 11:00:00,YS_0025,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,11,기타계절,한낮(10~13시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.6355001451890944,-0.19340706667336766,-1.0995594610892594,0.14307405251912933,0.1505580270087522
549,F_008162,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
550,F_008163,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
551,F_008164,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.7642697529563762,-1.0490416827135034,-1.2132063109019464,0.14551029777964694,0.3452194184356013
552,F_008165,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.7642697529563762,-1.0490416827135034,-1.2132063109019464,0.14551029777964694,0.3452194184356013
553,F_008166,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.7642697529563762,-1.0490416827135034,-1.2132063109019464,0.14551029777964694,0.3452194184356013
554,F_008167,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
555,F_008168,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
556,F_008169,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
557,F_008170,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
558,F_008171,2020-10-20 14:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.5974096279257097,-0.06059276006766477,-0.9318104734539241,0.1967585563020933,0.6856162171667979
559,F_008172,2020-10-20 14:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.5974096279257097,-0.06059276006766477,-0.9318104734539241,0.1967585563020933,0.6856162171667979
560,F_008173,2020-10-20 14:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.5974096279257097,-0.06059276006766477,-0.9318104734539241,0.1967585563020933,0.6856162171667979
561,F_008174,2020-10-20 14:00:00,YS_0025,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.7640443055636373,-0.13508340745638064,-0.8695910763755244,0.14729629345179626,0.260589499876657
562,F_008175,2020-10-20 15:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.30436132952059364,0.28151701508357785,-0.5141486531907955,0.2004202973241661,0.04870336091595584
563,F_008176,2020-10-20 15:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.3310141642588629,0.2839705102240648,-0.5099970752576649,0.1986793104251755,0.05627590340727725
564,F_008177,2020-10-20 15:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.3304905456603789,0.2839025113323563,-0.5100974298810601,0.19872062084147582,0.0560371126204563
565,F_008178,2020-10-20 15:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.3560880404477697,0.2861692050883129,-0.5061952528481591,0.19708069198786515,0.06290512366380625
566,F_008179,2020-10-20 15:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.3560880404477697,0.2861692050883129,-0.5061952528481591,0.19708069198786515,0.06290512366380625
567,F_008180,2020-10-20 15:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.3553094040719323,0.2860926198667127,-0.5063212194333904,0.19713333138798445,0.06266081648001166
568,F_008181,2020-10-20 15:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.3560880404477697,0.2861692050883129,-0.5061952528481591,0.19708069198786515,0.06290512366380625
569,F_008182,2020-10-20 11:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,11,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.208199540692381,-0.6926116288200308,-1.0841287618789763,0.1668350512113128,0.672138350644148
570,F_008183,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
571,F_008184,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
572,F_008185,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
573,F_008186,2020-10-20 13:00:00,YS_0014,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.1590923086293725,-0.2417187672211386,-1.0321293091582526,0.18087210209528853,-0.5451974093410187
574,F_008187,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
575,F_008188,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
576,F_008189,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
577,F_008190,2020-10-20 08:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,8,기타계절,아침(6~9시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.1989470736498542,-0.5099744394666891,-0.9190150122862062,0.07795914811344383,0.7575908393929591
578,F_008191,2020-10-20 10:00:00,YS_0025,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),초지,자연초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.13829906496082056,-0.16838250710600655,-1.223759419567884,0.10976026398148317,-0.08704349516767104
579,F_008192,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
580,F_008193,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
581,F_008194,2020-10-20 10:00:00,YS_0025,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),초지,자연초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,-0.13829906496082056,-0.16838250710600655,-1.223759419567884,0.10976026398148317,-0.08704349516767104
582,F_008195,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
583,F_008196,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
584,F_008197,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
585,F_008198,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
586,F_008199,2020-10-20 10:00:00,YS_0025,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.940788618234658,-0.14207759153266705,-1.1530295970083115,0.08470534143416529,0.18929951298773878
587,F_008200,2020-10-20 10:00:00,YS_0025,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.940788618234658,-0.14207759153266705,-1.1530295970083115,0.08470534143416529,0.18929951298773878
588,F_008201,2020-10-20 11:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,11,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.208199540692381,-0.6926116288200308,-1.0841287618789763,0.1668350512113128,0.672138350644148
589,F_008202,2020-10-20 13:00:00,YS_0014,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.163311520588974,-0.24349471827201577,-1.0334126063360123,0.1812929413467538,-0.5499992716649875
590,F_008204,2020-10-20 13:00:00,YS_0014,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.03230870767705,-0.25752496810691694,-1.0473524847198097,0.20064200615371144,-0.5276775746878247
