source_index,fire_id,발생일시,기상셀ID,기후권역,기후지형유형,addr_type,기후지형_번지유형,월_key,시간_key,산불위험계절,발생시간대구분,L1_NAME,L2_NAME,생활권프록시,원인프록시_500m,생활권접점_score,선행건조_score,강풍_score,강수부족_score,산지접근성_score
591,F_008205,2020-10-20 13:00:00,YS_0014,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.03230870767705,-0.25752496810691694,-1.0473524847198097,0.20064200615371144,-0.5276775746878247
592,F_008206,2020-10-20 14:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.5974096279257097,-0.06059276006766477,-0.9318104734539241,0.1967585563020933,0.6856162171667979
593,F_008207,2020-10-20 14:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.5974096279257097,-0.06059276006766477,-0.9318104734539241,0.1967585563020933,0.6856162171667979
594,F_008208,2020-10-20 14:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.5974096279257097,-0.06059276006766477,-0.9318104734539241,0.1967585563020933,0.6856162171667979
595,F_008209,2020-10-20 14:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.5974096279257097,-0.06059276006766477,-0.9318104734539241,0.1967585563020933,0.6856162171667979
596,F_008210,2020-10-20 15:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.3560880404477697,0.2861692050883129,-0.5061952528481591,0.19708069198786515,0.06290512366380625
597,F_008211,2020-10-20 15:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.3567658826312708,0.2862375088271727,-0.5060840457292426,0.19703428265036826,0.06312513560654227
598,F_008212,2020-10-20 15:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.3560880404477697,0.2861692050883129,-0.5061952528481591,0.19708069198786515,0.06290512366380625
599,F_008213,2020-10-20 15:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,15,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.6075957592380479,-0.32160702657186596,-0.9739272405366048,0.2046987418595662,0.6683133166807071
600,F_008214,2020-10-20 15:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,15,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.6075957592380479,-0.32160702657186596,-0.9739272405366048,0.2046987418595662,0.6683133166807071
601,F_008215,2020-10-20 15:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,15,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.6075957592380479,-0.32160702657186596,-0.9739272405366048,0.2046987418595662,0.6683133166807071
602,F_008216,2020-10-20 15:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.3560880404477697,0.2861692050883129,-0.5061952528481591,0.19708069198786515,0.06290512366380625
603,F_008217,2020-10-20 15:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.3560880404477697,0.2861692050883129,-0.5061952528481591,0.19708069198786515,0.06290512366380625
604,F_008218,2020-10-20 15:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.3553094040719323,0.2860926198667127,-0.5063212194333904,0.19713333138798445,0.06266081648001166
605,F_008219,2020-10-20 15:00:00,YS_0025,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.7538581742512992,-0.3960976739605819,-0.9117078434582053,0.15523647900926918,0.2432865993905663
606,F_008220,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
607,F_008221,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
608,F_008222,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
609,F_008223,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
610,F_008224,2020-10-20 15:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.3567658826312708,0.2862375088271727,-0.5060840457292426,0.19703428265036826,0.06312513560654227
611,F_008225,2020-10-20 15:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.3415882245010606,0.2848663223630377,-0.5084236522211071,0.19801645796833928,0.05892709907349507
612,F_008226,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
613,F_008227,2020-10-20 10:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,10,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.2037875244155376,-0.6094849169730737,-0.9859152091919267,0.1318133840146988,0.717027277273374
614,F_008228,2020-10-20 11:00:00,YS_0025,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,11,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.9627686154137854,-0.16173407168759069,-1.0509132709284268,0.11773517256986889,0.23641227750733143
615,F_008229,2020-10-20 11:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,11,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.208199540692381,-0.6926116288200308,-1.0841287618789763,0.1668350512113128,0.672138350644148
616,F_008230,2020-10-20 11:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,11,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.208199540692381,-0.6926116288200308,-1.0841287618789763,0.1668350512113128,0.672138350644148
617,F_008232,2020-10-20 15:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.30436132952059364,0.28151701508357785,-0.5141486531907955,0.2004202973241661,0.04870336091595584
618,F_008233,2020-10-20 15:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.3310141642588629,0.2839705102240648,-0.5099970752576649,0.1986793104251755,0.05627590340727725
619,F_008234,2020-10-20 15:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.3560880404477697,0.2861692050883129,-0.5061952528481591,0.19708069198786515,0.06290512366380625
620,F_008235,2020-10-20 15:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.3560880404477697,0.2861692050883129,-0.5061952528481591,0.19708069198786515,0.06290512366380625
621,F_008236,2020-10-20 11:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,11,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.208199540692381,-0.6926116288200308,-1.0841287618789763,0.1668350512113128,0.672138350644148
622,F_008237,2020-10-20 11:00:00,YS_0020,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,11,기타계절,한낮(10~13시),농업지역,밭,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.208199540692381,-0.6926116288200308,-1.0841287618789763,0.1668350512113128,0.672138350644148
623,F_008238,2020-10-20 15:00:00,YS_0021,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),시가화건조지역,상업지역,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.3415882245010606,0.2848663223630377,-0.5084236522211071,0.19801645796833928,0.05892709907349507
624,F_008239,2020-10-20 15:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,15,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.6075957592380479,-0.32160702657186596,-0.9739272405366048,0.2046987418595662,0.6683133166807071
625,F_008240,2020-10-20 15:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,15,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.6075957592380479,-0.32160702657186596,-0.9739272405366048,0.2046987418595662,0.6683133166807071
626,F_008241,2020-10-20 11:00:00,YS_0025,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,11,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.9627686154137854,-0.16173407168759069,-1.0509132709284268,0.11773517256986889,0.23641227750733143
627,F_008242,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
628,F_008243,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
629,F_008244,2020-10-20 13:00:00,YS_0023,영서,영서 내륙형,일반번지,영서 내륙형 / 일반번지,10,13,기타계절,한낮(10~13시),시가화건조지역,도로,도로/시가화/농업 인접,기타 인간활동 발화 후보,1.080468738857689,-1.133108356025206,-1.2501271464052273,0.1721431124732311,-0.18427243801613183
630,F_008245,2020-10-20 14:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.5974096279257097,-0.06059276006766477,-0.9318104734539241,0.1967585563020933,0.6856162171667979
631,F_008246,2020-10-20 14:00:00,YS_0025,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,14,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.4629851283285302,-0.1490274913133395,-0.8987418201188656,0.16113834269606936,0.20094486892987304
632,F_008247,2020-10-20 14:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,14,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.5974096279257097,-0.06059276006766477,-0.9318104734539241,0.1967585563020933,0.6856162171667979
633,F_008248,2020-10-20 15:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,15,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.6075957592380479,-0.32160702657186596,-0.9739272405366048,0.2046987418595662,0.6683133166807071
634,F_008249,2020-10-20 15:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,15,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.6075957592380479,-0.32160702657186596,-0.9739272405366048,0.2046987418595662,0.6683133166807071
635,F_008250,2020-10-20 15:00:00,YS_0025,영서,고지·산간형,일반번지,고지·산간형 / 일반번지,10,15,기타계절,오후(14~17시),초지,인공초지,도로/시가화/농업 인접,기타 인간활동 발화 후보,0.4527989970161921,-0.4100417578175407,-0.9408585872015466,0.16907852825354228,0.1836419684437823
636,F_008251,2020-10-20 15:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,15,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.6075957592380479,-0.32160702657186596,-0.9739272405366048,0.2046987418595662,0.6683133166807071
637,F_008252,2020-10-20 15:00:00,YS_0025,영서,고지·산간형,임야번지(산),고지·산간형 / 임야번지(산),10,15,기타계절,오후(14~17시),산림지역,침엽수림,도로/시가화/농업 인접,기타 인간활동 발화 후보,-1.6075957592380479,-0.32160702657186596,-0.9739272405366048,0.2046987418595662,0.6683133166807071
